player,score,percentile_rank,games_played
collins_jack_03011930,2541,100.0,17
flanagan_fred_28031924,1663,99.61538461538461,20
clarke_noel_26121930,1542,99.23076923076923,20
obrien_noel_09011933,1361,98.84615384615385,15
coleman_john_23111928,1270,98.46153846153847,6
spencer_jock_15121928,1149,98.07692307692307,14
spencer_stuart_03021932,1119,97.5,21
trezise_neil_08021931,1119,97.5,20
ross_jim_18101927,1028,96.92307692307692,16
aylett_allen_24041934,998,96.34615384615385,19
branton_ron_10061933,998,96.34615384615385,18
booth_stan_03121933,968,95.38461538461539,18
hutchison_bill_28041923,968,95.38461538461539,17
poulter_ray_10031929,968,95.38461538461539,17
mckenzie_robert_19121928,937,94.42307692307692,19
ruthven_alan_17041922,937,94.42307692307692,18
rayson_noel_24051933,877,93.84615384615384,16
lane_eddie_25061929,847,93.46153846153847,17
coghlan_kevin_14101929,816,93.07692307692308,17
stevens_harvey_08081930,786,92.6923076923077,20
wright_roy_23021929,756,92.3076923076923,17
gillett_ian_20091928,726,91.53846153846153,18
templar_len_18121931,726,91.53846153846153,17
thompson_clayton_11121929,726,91.53846153846153,16
towner_john_19111933,695,90.38461538461539,16
goninon_george_18041927,695,90.38461538461539,11
johnson_bob_03061935,695,90.38461538461539,11
bromage_keith_08111937,665,89.42307692307693,15
howell_jack_31081924,665,89.42307692307693,9
grambeau_mick_01011930,635,88.65384615384615,17
rose_bob_07081928,635,88.65384615384615,12
pianto_peter_25111929,605,87.3076923076923,20
adams_frank_12061935,605,87.3076923076923,18
wilson_bill_18101924,605,87.3076923076923,16
kerr_john_15071934,605,87.3076923076923,15
gervasoni_jack_29091929,605,87.3076923076923,15
gilmore_brian_08071933,574,85.76923076923076,19
mitchell_hugh_22111934,574,85.76923076923076,18
mills_jack_30031930,574,85.76923076923076,18
sharp_norm_23061934,544,85.0,18
box_peter_22031932,514,84.03846153846153,19
mcdonald_jack_28011930,514,84.03846153846153,16
bennett_peter_11071926,514,84.03846153846153,12
harvey_ron_11111935,514,84.03846153846153,10
phillips_bruce_02051929,484,82.5,18
chick_john_25081932,484,82.5,17
scott_don_05111929,484,82.5,17
gill_john_19041932,484,82.5,12
duffy_roger_26091931,453,80.76923076923077,19
davis_bob_12061928,453,80.76923076923077,19
sibun_mick_12041929,453,80.76923076923077,16
walton_jim_03061934,453,80.76923076923077,16
albiston_ken_11111926,453,80.76923076923077,9
johnstone_norm_16011927,423,79.23076923076923,16
mann_neil_26081924,423,79.23076923076923,15
jones_jack_07111924,423,79.23076923076923,14
woodley_allan_22081935,393,78.07692307692308,18
star_don_05091931,393,78.07692307692308,12
nash_wally_10061929,393,78.07692307692308,12
spring_geoff_20041925,363,75.1923076923077,18
brady_john_20021932,363,75.1923076923077,18
twomey_michael_25091931,363,75.1923076923077,17
keyter_don_13091931,363,75.1923076923077,16
deane_jim_02011928,363,75.1923076923077,15
weideman_murray_16021936,363,75.1923076923077,15
barassi_ron_27021936,363,75.1923076923077,14
wenn_max_13091926,363,75.1923076923077,10
peck_john_07081937,363,75.1923076923077,9
richards_lou_15031923,363,75.1923076923077,8
abrahams_owen_25071933,363,75.1923076923077,8
lane_clarrie_12041934,363,75.1923076923077,8
simmonds_roy_29121928,332,71.34615384615385,18
hamilton_jack_15111928,332,71.34615384615385,18
sutton_charlie_03041924,332,71.34615384615385,17
mcgivern_geoff_27121930,332,71.34615384615385,16
voigt_noel_15121935,332,71.34615384615385,12
cash_pat_05091928,332,71.34615384615385,10
bradley_kevin_27101931,332,71.34615384615385,8
trusler_alan_23061933,332,71.34615384615385,7
milroy_bill_24101929,302,67.88461538461539,18
healey_des_05091927,302,67.88461538461539,17
mogg_les_27081929,302,67.88461538461539,17
rowe_havel_08051928,302,67.88461538461539,16
peck_graham_15051930,302,67.88461538461539,15
davies_harold_18111932,302,67.88461538461539,14
davie_brian_31081934,302,67.88461538461539,13
linger_bill_11051931,302,67.88461538461539,13
hower_jim_03091931,302,67.88461538461539,12
nolan_bill_12071929,302,67.88461538461539,8
hands_ken_26101926,272,64.8076923076923,17
obrien_phil_31121930,272,64.8076923076923,16
clegg_ron_17111927,272,64.8076923076923,14
mcmaster_bill_30011930,272,64.8076923076923,12
merrett_thorold_30091933,272,64.8076923076923,6
sabbatucci_vin_12011935,272,64.8076923076923,5
eastmure_gerald_20021935,242,62.69230769230769,12
marchesi_gerald_04121928,242,62.69230769230769,12
spencer_john_07081927,242,62.69230769230769,11
ross_ken_27081927,242,62.69230769230769,11
morgan_ron_21121931,242,62.69230769230769,8
