player,score,percentile_rank,games_played
peck_john_07081937,2268,100.0,16
waters_terry_14121943,1512,99.61977186311786,17
bourke_barry_14091943,1452,99.04942965779468,19
wade_doug_16101941,1452,99.04942965779468,16
payne_charlie_13111944,1089,98.09885931558935,18
skilton_bob_08111938,1089,98.09885931558935,17
baldock_darrel_29091938,1089,98.09885931558935,17
lazarus_gary_21091945,1058,97.33840304182509,16
barassi_ron_27021936,968,96.95817490494296,17
timms_ken_23071938,937,96.57794676806084,17
dugdale_john_08031936,907,96.1977186311787,15
carroll_tom_14101939,816,95.81749049429658,15
emselle_ken_17061944,756,94.67680608365019,20
law_ian_27091938,756,94.67680608365019,20
rice_colin_16071938,756,94.67680608365019,19
hayden_ian_14041941,756,94.67680608365019,15
birt_john_29011937,756,94.67680608365019,14
clarke_jack_14071933,695,93.5361216730038,18
townsend_john_16061943,665,93.15589353612167,19
coverdale_kevin_31051940,635,92.39543726235742,20
vagg_barrie_21011943,635,92.39543726235742,18
stephenson_bill_14021937,635,92.39543726235742,10
wallis_jim_12111941,605,91.06463878326996,19
wooller_fred_21101938,605,91.06463878326996,18
nicholls_john_13081939,605,91.06463878326996,17
aylett_allen_24041934,605,91.06463878326996,16
lord_john_02041937,574,89.35361216730038,20
mcgowan_brian_01011938,574,89.35361216730038,18
weideman_murray_16021936,574,89.35361216730038,18
campbell_graham_22071936,574,89.35361216730038,17
hogan_peter_28111945,574,89.35361216730038,11
mort_ian_04041937,544,86.88212927756655,21
sharrock_john_16021944,544,86.88212927756655,20
arthur_graham_09061936,544,86.88212927756655,20
kingston_bob_17061944,544,86.88212927756655,18
adams_frank_12061935,544,86.88212927756655,18
goggin_bill_04011941,544,86.88212927756655,18
dean_roger_30041940,544,86.88212927756655,17
guinane_paddy_31011939,544,86.88212927756655,14
kenneally_bryan_26031942,514,83.46007604562737,20
nalder_ron_08091939,514,83.46007604562737,19
groom_ray_03091944,514,83.46007604562737,19
smith_ross_12091942,514,83.46007604562737,18
cox_berkeley_03051935,514,83.46007604562737,18
fraser_ken_17021940,514,83.46007604562737,17
hutchesson_errol_07091939,514,83.46007604562737,17
chapman_bert_14031942,514,83.46007604562737,16
odonnell_graeme_19071938,514,83.46007604562737,13
roberts_kevin_11041939,514,83.46007604562737,13
albiston_david_22121944,484,80.41825095057035,21
morrow_alan_29111936,484,80.41825095057035,19
somerville_john_08121939,484,80.41825095057035,15
hobbs_merv_16061942,484,80.41825095057035,14
norman_david_01041942,484,80.41825095057035,13
bisset_george_10031943,484,80.41825095057035,12
farmer_graham_10031935,453,78.89733840304183,19
whitten_ted_27071933,453,78.89733840304183,18
heriot_john_06011940,423,77.18631178707224,17
rowland_ian_04031941,423,77.18631178707224,16
sankey_maurice_09021940,423,77.18631178707224,16
spargo_bob_15101939,423,77.18631178707224,15
collis_gordon_06111940,423,77.18631178707224,15
richmond_john_23021943,423,77.18631178707224,13
murray_bob_05041942,423,77.18631178707224,10
oswald_lance_14021937,393,74.90494296577947,17
williams_bruce_26041939,393,74.90494296577947,17
ion_graham_12101940,393,74.90494296577947,14
johnson_frank_03071932,393,74.90494296577947,10
sykes_david_04101942,393,74.90494296577947,10
olsson_rod_23041942,363,73.19391634980988,19
johnston_graeme_20051942,363,73.19391634980988,18
jenkins_john_20021936,363,73.19391634980988,12
morton_bob_09031944,363,73.19391634980988,10
sampson_brian_15021941,332,71.67300380228137,18
lord_alistair_09041940,332,71.67300380228137,18
darcy_david_11081943,332,71.67300380228137,17
dickson_des_10011941,332,71.67300380228137,17
rose_kevin_04061939,302,69.77186311787072,18
porter_bob_16091942,302,69.77186311787072,15
yeates_john_30081938,302,69.77186311787072,14
mckenzie_don_22071942,302,69.77186311787072,13
hardie_greg_23051945,302,69.77186311787072,12
hynes_gordon_06111944,302,69.77186311787072,9
silvagni_sergio_28061938,272,66.92015209125475,18
guyatt_jim_05091939,272,66.92015209125475,18
ware_bob_23081941,272,66.92015209125475,17
crowe_neville_01061937,272,66.92015209125475,17
brown_billy_09101942,272,66.92015209125475,15
bahen_john_04101943,272,66.92015209125475,13
steer_trevor_11101938,272,66.92015209125475,12
jacobs_graham_22111940,272,66.92015209125475,9
gray_bob_04031943,272,66.92015209125475,7
vinar_paul_24031940,242,63.49809885931559,19
goode_frank_19121939,242,63.49809885931559,14
tuddenham_des_29011943,242,63.49809885931559,13
swift_fred_06071938,242,63.49809885931559,12
beers_brian_31011939,242,63.49809885931559,12
dolling_peter_20021941,242,63.49809885931559,11
self_alan_12071944,242,63.49809885931559,9
magee_stuart_13101943,242,63.49809885931559,8
