player,score,percentile_rank,games_played
kennedy_josh_25081987,7610,100.0,25
kennedy_josh_20061988,7541,99.84962406015038,24
dangerfield_patrick_05041990,7373,99.69924812030075,23
roughead_jarryd_23011987,7150,99.54887218045113,24
fyfe_nat_18091991,6897,99.3984962406015,20
priddis_matt_21031985,6757,99.24812030075188,24
gray_robbie_30031988,6639,99.09774436090225,21
shuey_luke_02061990,6633,98.94736842105263,25
wingard_chad_29071993,6599,98.796992481203,22
gunston_jack_16101991,6590,98.64661654135338,24
betts_eddie_26111986,6482,98.49624060150376,23
breust_luke_11111990,6375,98.34586466165413,25
hannebery_dan_24021991,6351,98.19548872180451,24
neale_lachie_24051993,6334,98.04511278195488,24
cunnington_ben_30061991,6284,97.89473684210527,24
swan_dane_25021984,6233,97.74436090225564,21
mundy_david_20071985,6223,97.59398496240601,23
walker_taylor_25041990,6171,97.44360902255639,23
lecras_mark_30081986,6154,97.29323308270676,24
rioli_cyril_14071989,6138,97.14285714285714,24
mitchell_sam_12101982,6101,96.99248120300751,24
riewoldt_jack_31101988,6083,96.84210526315789,23
martin_dustin_26061991,6004,96.69172932330827,23
stringer_jake_25041994,5958,96.54135338345866,22
pendlebury_scott_07011988,5953,96.39097744360903,22
higgins_shaun_04031988,5879,96.2406015037594,24
dahlhaus_luke_21081992,5845,96.09022556390977,23
armitage_david_16061988,5755,95.93984962406014,21
hodge_luke_15061984,5737,95.78947368421052,21
thompson_scott_14031983,5672,95.6390977443609,21
ziebell_jack_28021991,5654,95.48872180451127,24
lewis_jordan_24041986,5625,95.33834586466166,23
selwood_joel_26051988,5611,95.18796992481204,20
boak_travis_01081988,5602,95.03759398496241,22
heppell_dyson_14051992,5594,94.88721804511279,22
ward_callan_10041990,5558,94.73684210526315,22
lynch_tom_31101992,5517,94.58646616541353,20
gaff_andrew_16061992,5509,94.4360902255639,25
tippett_kurt_08051987,5503,94.28571428571428,22
petrie_drew_15101982,5483,94.13533834586467,24
cotchin_trent_07041990,5450,93.98496240601504,22
parker_luke_25101992,5388,93.83458646616542,19
cameron_jeremy_01041993,5367,93.6842105263158,22
walters_michael_07011991,5364,93.53383458646617,22
waite_jarrad_04021983,5328,93.38345864661655,23
smith_isaac_30121988,5314,93.23308270676691,25
bruce_josh_08061992,5298,93.08270676691728,22
steven_jack_28031990,5296,92.93233082706766,22
miles_anthony_28021992,5289,92.78195488721805,23
bontempelli_marcus_24111995,5273,92.63157894736842,21
treloar_adam_09031993,5267,92.4812030075188,21
harvey_brent_14051978,5252,92.33082706766918,25
dickson_tory_26091987,5226,92.18045112781955,23
barlow_michael_18121987,5220,92.03007518796993,24
wallis_mitch_24101992,5193,91.8796992481203,20
zorko_dayne_09021989,5192,91.72932330827066,22
hill_stephen_01051990,5171,91.57894736842105,23
lynch_tom_15091990,5147,91.42857142857143,23
pavlich_matthew_31121981,5069,91.2781954887218,22
hogan_jesse_12021995,5040,91.12781954887218,20
jack_kieren_28061987,5025,90.97744360902256,22
crisp_jack_02101993,5008,90.82706766917293,22
cripps_jamie_23041992,4995,90.67669172932331,25
vince_bernie_02101985,4992,90.52631578947368,21
westhoff_justin_01101986,4959,90.37593984962406,22
jones_nathan_20011988,4947,90.22556390977444,22
hawkins_tom_21071988,4944,90.07518796992481,19
picken_liam_01081986,4941,89.92481203007519,21
cripps_patrick_18031995,4939,89.77443609022556,20
rischitelli_michael_08011986,4924,89.62406015037594,21
yeo_elliot_01101993,4922,89.3984962406015,24
shiels_liam_29041991,4922,89.3984962406015,22
swallow_andrew_02061987,4920,89.17293233082707,22
hooker_cale_13101988,4910,89.02255639097744,22
macrae_jack_03081994,4904,88.87218045112782,21
goddard_brendon_20051985,4896,88.7218045112782,22
jenkins_josh_08021989,4886,88.57142857142857,21
grigg_shaun_19041988,4884,88.42105263157895,23
ebert_brad_02041990,4860,88.27067669172932,22
johnson_steve_04071983,4858,88.1203007518797,20
deledio_brett_18041987,4815,87.96992481203007,18
franklin_lance_30011987,4804,87.81954887218045,17
greene_toby_25091993,4737,87.66917293233082,22
hartlett_hamish_14081990,4723,87.51879699248121,22
bell_tom_13061991,4710,87.36842105263159,22
stanton_brent_01051986,4692,87.21804511278195,22
burgoyne_shaun_21101982,4675,87.06766917293233,26
ellis_brandon_03081993,4643,86.9172932330827,23
caddy_josh_28091992,4635,86.76691729323308,19
garlett_jeff_03081989,4630,86.61654135338345,22
christensen_allen_19051991,4627,86.46616541353383,22
guthrie_cameron_19081992,4622,86.31578947368422,21
hill_josh_19011989,4602,86.1654135338346,22
motlop_steven_12031991,4593,85.86466165413535,20
mitchell_tom_31051993,4593,85.86466165413535,19
adams_taylor_20091993,4593,85.86466165413535,18
goldstein_todd_01071988,4540,85.56390977443608,24
sloane_rory_17031990,4536,85.33834586466166,18
beams_dayne_12021990,4536,85.33834586466166,16
murphy_marc_19071987,4532,85.11278195488721,19
