player,score,percentile_rank,games_played
quinlan_bernie_21071951,5137,100.0,24
daicos_peter_20091961,4826,99.77924944812362,25
buhagiar_tony_03101955,4557,99.55849889624724,22
ashman_rodney_03121954,4538,99.33774834437085,23
bosustow_peter_27101957,4412,99.11699779249447,23
bartlett_kevin_06031947,4267,98.89624724061811,22
roach_michael_09101958,4240,98.67549668874173,21
davis_craig_02101954,4042,98.45474613686534,23
matthews_leigh_01031952,3963,98.23399558498896,16
featherby_peter_12121951,3931,98.01324503311258,25
blight_malcolm_16021950,3803,97.7924944812362,15
conlan_mick_20021958,3635,97.57174392935983,24
shaw_tony_23071960,3611,97.35099337748345,25
bright_terry_12021958,3493,97.13024282560706,23
tuck_michael_24061953,3486,96.90949227373068,21
jackson_mark_30081959,3459,96.57836644591612,22
roberts_michael_27071959,3459,96.57836644591612,21
bruns_neville_03101958,3434,96.24724061810154,22
williams_mark_21081958,3315,96.02649006622516,25
healy_gerard_01031961,3304,95.80573951434879,22
mcmahon_david_19101951,3280,95.58498896247241,24
witcombe_murray_01111956,3223,95.36423841059603,24
marcou_alex_06071958,3197,95.14348785871964,19
wright_stephen_06031961,3189,94.92273730684326,22
odonnell_kelly_16111960,3163,94.70198675496688,20
goss_norm_03031951,3126,94.48123620309052,20
spencer_peter_11011956,3113,94.26048565121413,19
faletic_milan_08031953,3101,94.03973509933775,21
foulds_garry_13051956,3095,93.81898454746137,22
mossop_john_14061959,3059,93.59823399558499,25
maclure_mark_14071955,3044,93.37748344370861,23
elshaug_tony_19071960,3037,93.15673289183223,18
wiley_robert_24031955,2992,92.93598233995584,19
roberts_john_23091956,2935,92.71523178807946,21
dunstan_ian_28021955,2815,92.49448123620309,19
wilson_garry_17071953,2783,92.27373068432672,17
taylor_michael_30121953,2762,92.05298013245033,24
mcconville_peter_17081958,2728,91.83222958057395,21
hawker_glenn_17031961,2721,91.61147902869757,23
good_kerry_10111958,2712,91.3907284768212,16
whitten_ted_15031957,2703,91.16997792494482,20
rowlings_barry_21081950,2664,90.94922737306842,22
rendell_matthew_18041959,2649,90.72847682119205,19
hodgeman_kym_30071956,2642,90.50772626931567,18
foschini_silvio_18091963,2639,90.28697571743929,17
evans_bernie_20081957,2596,90.06622516556291,20
goad_alan_22091954,2588,89.84547461368653,19
parish_les_28091955,2580,89.62472406181016,21
wallace_terry_13121958,2571,89.40397350993378,22
davies_rick_08041952,2532,89.1832229580574,20
daniher_terry_15081957,2510,88.96247240618102,21
neagle_merv_07031958,2507,88.74172185430463,22
schimmelbusch_wayne_19011953,2500,88.52097130242825,16
ablett_geoff_13031955,2494,88.30022075055187,17
murnane_lee_08051959,2490,88.0794701986755,21
edmond_jim_03091958,2483,87.85871964679912,19
fitzpatrick_mike_28011953,2474,87.63796909492274,24
round_barry_26011950,2443,87.41721854304636,22
madden_simon_30121957,2430,87.19646799116998,19
weightman_dale_03101959,2427,86.9757174392936,18
smith_greg_25031957,2423,86.75496688741721,19
wells_greg_06061950,2421,86.53421633554083,22
poynton_michael_15051961,2409,86.31346578366445,19
fowler_grant_12031957,2365,86.09271523178808,22
maylin_phil_20041956,2336,85.8719646799117,22
greene_russell_30051957,2335,85.65121412803532,21
raines_geoff_10081956,2333,85.43046357615894,20
johnston_wayne_19121957,2321,85.20971302428256,12
jess_jim_25011955,2303,84.98896247240619,18
watson_tim_13071961,2296,84.76821192052981,17
kink_rene_22111956,2272,84.54746136865342,17
robertson_colin_19061957,2267,84.32671081677704,18
allan_graeme_23071954,2266,84.10596026490066,20
reynoldson_steve_06091962,2255,83.88520971302428,22
glendinning_ross_17091956,2236,83.6644591611479,22
hawkins_doug_05051960,2229,83.44370860927152,21
blake_rod_15061952,2193,83.22295805739515,18
morwood_tony_17051960,2188,83.00220750551877,20
crow_max_07011956,2179,82.78145695364239,22
nankervis_bruce_14081950,2155,82.560706401766,25
sait_kevin_11111956,2140,82.33995584988962,13
murnane_peter_05021955,2138,82.11920529801324,15
barham_ricky_28111958,2132,81.89845474613686,17
daniher_neale_15021961,2103,81.67770419426049,21
stewart_craig_15091956,2086,81.45695364238411,17
welsh_peter_24011954,2083,81.23620309050773,14
sarau_jeff_25011954,2079,81.01545253863135,21
irwin_warwick_03061952,2065,80.79470198675497,16
dunne_jeff_14051956,2053,80.5739514348786,19
schultz_graeme_17051953,2044,80.3532008830022,13
sarah_paul_19121953,2037,80.13245033112582,14
moore_peter_11011957,2018,79.91169977924945,24
barker_trevor_07101956,1995,79.69094922737307,19
neal_robert_16121956,1991,79.47019867549669,17
clarke_david_31121952,1986,79.24944812362031,13
taylor_kevin_15091958,1965,79.02869757174393,14
weideman_mark_30121961,1934,78.80794701986756,20
gorozidis_con_20091961,1909,78.58719646799118,14
kelly_phil_26081957,1904,78.36644591611478,17
mccann_stephen_31051958,1901,78.1456953642384,20
