player,score,percentile_rank,games_played
carey_wayne_27051971,6411,100.0,25
lockett_tony_09031966,5205,99.82758620689656,23
lloyd_matthew_16041978,4905,99.6551724137931,23
everitt_peter_03051974,4613,99.48275862068967,24
grant_chris_13121972,4497,99.3103448275862,22
rocca_saverio_20111973,4465,99.13793103448276,22
hudson_paul_20071970,4364,98.9655172413793,23
lucas_scott_30121977,4269,98.79310344827587,23
oloughlin_michael_20021977,4250,98.62068965517241,24
whitnall_lance_23081979,4171,98.44827586206897,22
grant_shannon_19041977,4157,98.27586206896551,25
holland_nick_29071974,4108,98.10344827586206,22
daffy_nick_11051973,4080,97.93103448275862,22
cresswell_daryn_22051971,3866,97.75862068965517,24
jarman_darren_28011967,3851,97.58620689655172,23
ricciuto_mark_08061975,3811,97.41379310344827,24
johnson_brad_18071976,3800,97.24137931034483,24
harvey_robert_21081971,3755,97.06896551724138,24
gehrig_fraser_03031976,3695,96.89655172413794,23
camporeale_scott_11081975,3691,96.72413793103448,22
abraham_winston_29091974,3617,96.55172413793103,25
lord_aaron_21071975,3581,96.37931034482759,22
kolyniuk_steven_05071970,3554,96.20689655172414,24
schwass_wayne_27111968,3517,96.03448275862068,22
richardson_matthew_19031975,3489,95.86206896551724,16
buckley_nathan_26071972,3455,95.6896551724138,18
callaghan_craig_09031976,3431,95.51724137931035,22
bewick_darren_21081967,3357,95.34482758620689,23
smith_rohan_31051973,3352,95.17241379310344,24
bell_peter_01031976,3240,95.0,25
romero_jose_01081971,3239,94.82758620689656,23
mcleod_andrew_04081976,3194,94.6551724137931,19
cousins_ben_30061978,3185,94.48275862068965,23
winmar_nicky_25091965,3123,94.3103448275862,23
watson_shane_17021974,3079,94.13793103448276,21
loewe_stewart_23051968,3062,93.96551724137932,18
vardy_peter_26011976,3057,93.79310344827586,18
harvey_brent_14051978,3056,93.62068965517241,23
mercuri_mark_21021974,3052,93.44827586206897,20
dixon_ben_14061977,3040,93.27586206896552,21
campbell_wayne_23091972,3025,93.10344827586206,21
kelly_paul_28071969,3016,92.93103448275862,16
crawford_shane_09091974,2974,92.75862068965517,21
farmer_jeff_24061977,2967,92.58620689655173,19
eagleton_nathan_10111978,2951,92.41379310344827,22
viney_todd_30031966,2935,92.24137931034483,22
morrison_chad_29031978,2909,92.06896551724138,22
burke_nathan_06021970,2875,91.89655172413794,22
lyon_garry_13091967,2859,91.72413793103448,21
scott_chris_03051976,2832,91.55172413793103,21
riccardi_peter_17121972,2820,91.37931034482759,20
jones_austinn_28091976,2816,91.20689655172414,23
harrison_ben_17011975,2806,91.0344827586207,22
montgomery_brett_01061973,2782,90.86206896551724,21
thompson_andrew_21101972,2745,90.6896551724138,22
heatley_jason_21021972,2735,90.51724137931035,20
woewodin_shane_12071976,2712,90.3448275862069,25
matera_peter_03041969,2710,90.17241379310344,21
smart_nigel_21051969,2687,89.91379310344828,24
hamill_aaron_20081977,2687,89.91379310344828,19
lappin_nigel_21061976,2683,89.65517241379311,20
west_scott_14111974,2673,89.39655172413794,24
mckernan_corey_19121973,2673,89.39655172413794,21
broderick_paul_03011970,2643,89.13793103448275,20
dunstall_jason_14081964,2638,88.96551724137932,13
sholl_craig_30121967,2623,88.79310344827587,24
chick_daniel_10021976,2617,88.62068965517241,20
stevens_anthony_02071971,2608,88.44827586206897,25
white_darryl_12061973,2580,88.27586206896552,22
ashcroft_marcus_25091971,2570,88.10344827586208,22
ratten_brett_11071971,2558,87.93103448275862,21
mitchell_gavin_28121972,2556,87.75862068965517,23
febey_steven_19081969,2545,87.58620689655172,25
nicks_matthew_13051975,2541,87.41379310344828,24
white_jeff_19021977,2524,87.24137931034483,25
james_brett_15121972,2518,86.98275862068967,23
lade_brendon_10071976,2518,86.98275862068967,22
burns_ronnie_13031973,2510,86.72413793103448,21
calthorpe_david_17081973,2484,86.55172413793103,21
crow_scott_18121973,2470,86.37931034482759,21
ball_jason_21111972,2467,86.20689655172413,20
knights_matthew_05101970,2463,86.03448275862068,20
brown_fraser_18081970,2461,85.86206896551725,19
yze_adem_21091977,2451,85.6896551724138,25
bickley_mark_04081969,2446,85.51724137931035,23
rigoni_guy_27071974,2442,85.34482758620689,25
rehn_shaun_17081971,2404,85.17241379310346,26
kingsley_adam_20081975,2399,85.0,22
tredrea_warren_24121978,2387,84.82758620689656,17
hocking_garry_08101968,2381,84.6551724137931,17
francou_josh_07081974,2363,84.48275862068965,22
luff_troy_22111969,2359,84.3103448275862,24
crosisca_gavin_15091968,2351,84.13793103448276,22
bowden_joel_21061978,2337,83.9655172413793,18
leppitsch_justin_01101975,2327,83.79310344827586,16
blakey_john_24071966,2325,83.62068965517241,25
blumfield_justin_24111977,2316,83.44827586206897,21
iulio_ron_15041972,2304,83.27586206896552,22
taylor_richard_14071973,2293,83.01724137931035,21
schwarz_david_24071972,2293,83.01724137931035,18
