player_id,first_name,surname,team,col4_unknown,af,sc,proj_af,proj_low,proj_sc,kicks,handballs,marks,tackles,hitouts,goals,behinds,frees_for,frees_against,status,tag_primary,blurb_template,tag_secondary,matchup_note,col24_unknown,col25_unknown,col26_unknown,col27_unknown,position,jumper,col30_unknown,col31_unknown,col32_unknown,col33_pct,col34_pct,col35_pct,col36_unknown,col37_unknown,col38_unknown,clangers,col40_unknown,col41_unknown,de_pct,tog_pct,col44_unknown,col45_unknown,af_q1,sc_q1,af_q2,sc_q2,af_q3,sc_q3,af_q4,sc_q4,col54_unknown,col55_unknown,col56_unknown,col57_unknown,col58_unknown,col59_unknown,col60_unknown,col61_unknown,col62_unknown,col63_unknown,col64_unknown
1027790,Hugo,Garcia,SK,26,90,107,115,67,90,11,9,2,6,0,3,0,1,0,Q3 23:37,hot,%P and %M plus %T... %s as well... helped out by %4FF,shovel,Playing on ball,,,,,Midfielder,34,0,0,0,0.8,0.26,0.38,,,,13,8,3,80,70,315,0,27,24,40,58,23,25,0,0,3,8,0,3,0,0,2,7,2,2,0
994389,Jack,Sinclair,SK,14,89,101,116,68,93,15,7,6,3,0,0,0,0,0,Q3 23:37,hot,%P and %M plus %T,guard,Starting at half back,,,,,Back,35,0,0,0,22.1,13.7,12.38,,,,5,1,0,72,81,442,0,26,24,34,33,29,44,0,0,0,7,0,3,0,0,6,11,4,0,0
296422,Callum,Wilkie,SK,13,86,83,113,68,87,16,3,9,1,0,1,0,0,0,Q3 23:37,sore,Heavy knee to the back by Lynch in Q1 freshened up the bruise he got last week... %P including %K... also %M,job,In defence on Faull,,,,,Back,44,0,0,0,0.31,0.45,0.56,,,,2,0,0,94,100,182,0,27,22,42,36,17,25,0,0,0,2,0,0,0,1,8,15,1,0,0
1009260,Sam,Flanders,SK,14,81,69,104,67,90,10,10,7,3,0,1,1,0,0,Q3 23:37,hot,%P and %M plus %T,guard,Started at half back,,,,,Midfielder,9,0,0,0,40.12,67.57,59.48,,,,3,3,2,75,85,358,0,23,16,28,29,30,24,0,0,0,3,0,5,1,0,7,5,4,1,0
1013233,Jack,Carroll,SK,13,75,70,97,61,79,12,5,8,1,0,0,0,0,1,Q3 23:37,hot,%s from %P and %M,guard,Playing a half back role,,,,,Forward,18,0,0,0,3.32,24.93,8.12,,,,2,0,1,82,79,309,0,27,16,31,32,17,22,0,0,1,5,0,5,0,1,7,9,2,1,0
295467,Jack,Macrae,SK,14,75,71,93,61,84,4,15,4,5,0,1,0,0,0,Q3 23:37,hot,%P including %B... also %T and %M,shovel,Playing midfield,,,,,Midfielder,6,0,0,0,51.64,0.41,0.43,,,,4,1,0,84,57,69,0,20,21,44,35,11,15,0,0,0,5,0,3,0,0,4,3,1,0,0
1001028,Jack,Silvagni,SK,9,69,65,90,57,72,10,4,9,1,0,0,0,0,0,Q3 23:37,job,%P including %K... also %M... In defence on Fawcett,,,,0,,,Forward,3,14,48,0,0.0,0.22,0.72,,,,5,0,2,85,91,188,0,35,32,30,23,4,10,0,0,0,2,0,1,0,2,7,9,0,1,0
1020855,Max,Hall,SK,13,65,63,80,51,69,8,9,1,3,0,2,0,1,0,Q3 23:37,shovel,First goal... %P and %T plus %s... Started in the middle,,,,,,,Midfielder,40,0,0,0,0.0,0.99,0.85,,,,8,6,2,64,80,298,0,30,26,25,23,10,14,0,0,0,7,0,6,0,0,1,6,1,1,0
1004912,Tom,De Koning,SK,16,62,82,72,60,76,6,7,2,1,16,1,3,2,0,Q3 23:37,ruck,%H... also %P and %M... and kicked %s... gave away %F... Tandem ruck with Marshall,,,,0,,,Ruck,21,1,58,0,0.0,16.85,9.56,,,,7,3,4,61,67,252,0,35,41,16,23,11,18,0,0,1,4,6,2,2,1,1,4,1,1,0
1027875,Darcy,Wilson,SK,14,60,81,72,53,69,7,9,5,0,0,0,0,1,0,Q3 23:37,wing,%P and %M plus %s... Starting at half forward,,,,,,,Midfielder,22,0,0,0,39.02,1.6,1.32,,,,3,1,0,93,79,183,0,21,32,17,19,22,30,0,0,1,6,0,3,0,0,5,7,0,0,0
