player_id,first_name,surname,team,col4_unknown,af,sc,proj_af,proj_low,proj_sc,kicks,handballs,marks,tackles,hitouts,goals,behinds,frees_for,frees_against,status,tag_primary,blurb_template,tag_secondary,matchup_note,col24_unknown,col25_unknown,col26_unknown,col27_unknown,position,jumper,col30_unknown,col31_unknown,col32_unknown,col33_pct,col34_pct,col35_pct,col36_unknown,col37_unknown,col38_unknown,clangers,col40_unknown,col41_unknown,de_pct,tog_pct,col44_unknown,col45_unknown,af_q1,sc_q1,af_q2,sc_q2,af_q3,sc_q3,af_q4,sc_q4,col54_unknown,col55_unknown,col56_unknown,col57_unknown,col58_unknown,col59_unknown,col60_unknown,col61_unknown,col62_unknown,col63_unknown,col64_unknown
1004912,Tom,De Koning,SK,8,35,40,42,31,38,4,2,1,1,8,1,1,1,0,Q1 25:53,hot,%H with %P... also %s,ruck,Tandem ruck with Marshall,,0,,,Ruck,21,1,58,0,0.0,16.85,9.56,,,,3,3,2,83,71,145,0,35,40,0,0,0,0,0,0,1,2,2,2,1,0,1,3,0,0,0
1023270,Marcus,Windhager,SK,2,30,25,39,21,30,3,4,0,3,0,1,0,0,0,Q1 25:53,hot,%P and %T,shovel,Started in the middle,,,,,Midfielder,2,0,0,0,12.8,2.61,3.68,,,,2,0,2,71,82,-28,0,30,25,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0
1020855,Max,Hall,SK,7,29,27,35,23,30,6,2,0,0,0,1,0,1,0,Q1 25:53,hot,First goal... %P including %K... and scored %s,shovel,Started in the middle,,,,,Midfielder,40,0,0,0,0.0,0.99,0.85,,,,3,4,2,62,79,202,0,29,27,0,0,0,0,0,0,0,3,0,4,0,0,0,4,1,1,0
1020137,Mattaes,Phillipou,SK,7,28,38,34,25,34,3,4,1,1,0,0,1,1,1,Q1 25:53,hot,%P and %s,midfwd,Rotating in attack and midfield,,,,,Midfielder,25,0,0,0,0.62,64.22,35.11,,,,2,0,1,71,93,108,1,28,38,0,0,0,0,0,0,1,3,0,1,0,0,1,2,1,0,0
1027790,Hugo,Garcia,SK,2,25,23,33,18,24,3,2,1,2,0,1,0,0,0,Q1 25:53,hot,%P and %T,shovel,Playing on ball,,,,,Midfielder,34,0,0,0,0.8,0.26,0.38,,,,4,2,1,80,75,51,0,25,23,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0
1009260,Sam,Flanders,SK,2,23,16,31,20,27,5,1,3,0,0,0,1,0,0,Q1 25:53,guard,%P including %K... also %M... Started at half back,,,,,,,Midfielder,9,0,0,0,40.12,67.57,59.48,,,,0,0,1,66,95,178,1,23,16,0,0,0,0,0,0,0,0,0,3,0,0,3,3,2,0,0
296422,Callum,Wilkie,SK,1,18,18,24,15,18,3,0,3,0,0,0,0,0,0,Q1 25:53,job,%M and %P... In defence on Faull,,,,,,,Back,44,0,0,0,0.31,0.45,0.56,,,,1,0,0,100,100,37,0,18,18,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0
1013233,Jack,Carroll,SK,0,15,6,20,11,15,2,1,1,1,0,0,0,0,0,Q1 25:53,guard,%P... Playing a half back role,,,,,,,Forward,18,0,0,0,3.32,24.93,8.12,,,,0,0,1,33,78,87,0,15,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0
1018018,Cooper,Sharman,SK,6,14,12,16,13,15,1,1,1,0,0,0,0,1,0,Q1 25:53,spearhead,%P and %s... Playing forward on Gray,,,,,,,Back,43,0,0,0,0.09,0.14,0.11,,,,0,0,1,100,95,47,1,14,12,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0
1035198,Liam,O'Connell,SK,1,14,14,18,12,15,2,1,2,0,0,0,0,0,0,Q1 25:53,guard,%M and %P... Rotating in defence,,,,,,,Back,45,0,0,0,1.02,0.17,0.15,,,,2,0,0,66,82,30,0,14,14,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
1036769,Charlie,Banfield,SK,1,14,10,20,8,12,2,0,0,2,0,0,0,0,0,Q1 25:53,rookie,First game... %P and %T,wing,Rotating in midfield,,,,,,36,0,0,0,0.0,1.28,4.19,,,,1,0,0,0,72,60,1,14,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
295467,Jack,Macrae,SK,1,14,13,16,13,18,1,4,1,0,0,0,0,0,0,Q1 25:53,shovel,%P including %B... Playing midfield,,,,,,,Midfielder,6,0,0,0,51.64,0.41,0.43,,,,1,0,0,100,46,51,0,14,13,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
994389,Jack,Sinclair,SK,0,14,11,18,11,15,1,2,1,1,0,0,0,0,0,Q1 25:53,guard,%P... Starting at half back,,,,,,,Back,35,0,0,0,22.1,13.7,12.38,,,,1,1,0,66,71,33,0,14,11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1001028,Jack,Silvagni,SK,0,11,17,14,9,12,2,1,1,0,0,0,0,0,0,Q1 25:53,job,%P... In defence on Fawcett,,,,0,,,Forward,3,14,48,0,0.0,0.22,0.72,,,,1,0,0,66,100,81,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
1002227,Jack,Higgins,SK,0,10,17,12,8,10,2,1,0,0,0,1,0,0,1,Q1 25:53,pocket,%s from %P... Starting forward,,,,,,,Forward,1,0,0,0,0.04,0.49,0.41,,,,2,1,1,66,74,31,1,10,17,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0
1008312,Liam,Stocker,SK,0,10,10,14,7,9,1,0,1,1,0,0,0,0,0,Q1 25:53,guard,In defence,,,,,,,Back,14,0,0,0,0.04,0.26,0.16,,,,0,0,0,100,79,48,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
992468,Rowan,Marshall,SK,0,10,17,12,11,15,1,2,1,0,3,0,1,0,0,Q1 25:53,ruckfwd,%H... also %P... Starting forward on Grayand tandem rucking with De Koning,,,,,,,Ruck,19,0,0,0,9.26,0.94,1.34,,,,2,1,1,66,61,26,0,10,17,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0
1023784,Anthony,Caminiti,SK,6,9,9,11,9,12,2,0,0,0,0,0,1,1,0,Q1 25:53,spearhead,%s from %P... In attack on Miller,,,,,,,Forward,47,0,0,0,0.18,0.13,0.16,,,,0,0,1,50,73,19,0,9,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1005988,Liam,Henry,SK,0,8,11,10,6,9,2,1,0,0,0,0,0,0,0,Q1 25:53,wing,%P... Playing a HFF role,,,,,,,Midfielder,23,0,0,0,0.35,0.2,0.09,,,,1,0,0,66,61,40,0,8,11,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
