player_id,first_name,surname,team,col4_unknown,af,sc,proj_af,proj_low,proj_sc,kicks,handballs,marks,tackles,hitouts,goals,behinds,frees_for,frees_against,status,tag_primary,blurb_template,tag_secondary,matchup_note,col24_unknown,col25_unknown,col26_unknown,col27_unknown,position,jumper,col30_unknown,col31_unknown,col32_unknown,col33_pct,col34_pct,col35_pct,col36_unknown,col37_unknown,col38_unknown,clangers,col40_unknown,col41_unknown,de_pct,tog_pct,col44_unknown,col45_unknown,af_q1,sc_q1,af_q2,sc_q2,af_q3,sc_q3,af_q4,sc_q4,col54_unknown,col55_unknown,col56_unknown,col57_unknown,col58_unknown,col59_unknown,col60_unknown,col61_unknown,col62_unknown,col63_unknown,col64_unknown
1020855,Max,Hall,SK,7,21,23,25,17,21,4,1,0,0,0,1,0,1,0,Q1 10:10,hot,First goal... %P including %K... and booted %s,shovel,Started in the middle,,,,,Midfielder,40,0,0,0,0.0,0.99,0.85,,,,2,2,2,60,100,143,0,21,23,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,1,0
296422,Callum,Wilkie,SK,1,18,10,24,15,18,3,0,3,0,0,0,0,0,0,Q1 10:10,hot,%M and %P,job,In defence on Faull,,,,,Back,44,0,0,0,0.31,0.45,0.56,,,,1,0,0,100,100,37,0,18,10,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0
1004912,Tom,De Koning,SK,1,17,16,21,15,20,2,2,0,1,5,1,1,0,0,Q1 10:10,hot,%H... also %P,ruck,Tandem ruck with Marshall,,0,,,Ruck,21,1,58,0,0.0,16.85,9.56,,,,2,2,1,100,99,110,1,17,16,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
1023270,Marcus,Windhager,SK,1,13,4,18,8,12,1,1,0,2,0,0,0,0,0,Q1 10:10,hot,%P and %T,shovel,Started in the middle,,,,,Midfielder,2,0,0,0,12.8,2.61,3.68,,,,0,0,1,50,100,2,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1020137,Mattaes,Phillipou,SK,6,10,14,13,9,12,1,0,0,1,0,0,1,1,0,Q1 10:10,midfwd,Kicked %s... Rotating in attack and midfield,,,,,,,Midfielder,25,0,0,0,0.62,64.22,35.11,,,,0,0,1,100,100,36,1,10,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1002227,Jack,Higgins,SK,0,8,8,10,6,7,2,0,0,0,0,1,0,0,1,Q1 10:10,pocket,%s from %P... Starting forward,,,,,,,Forward,1,0,0,0,0.04,0.49,0.41,,,,1,0,1,50,59,31,1,8,8,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0
1009260,Sam,Flanders,SK,0,8,1,10,7,9,1,1,1,0,0,0,0,0,0,Q1 10:10,guard,%P... Started at half back,,,,,,,Midfielder,9,0,0,0,40.12,67.57,59.48,,,,0,0,0,50,100,40,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1027875,Darcy,Wilson,SK,0,7,22,8,6,9,1,2,0,0,0,0,0,0,0,Q1 10:10,wing,%P... Starting at half forward,,,,,,,Midfielder,22,0,0,0,39.02,1.6,1.32,,,,2,0,0,66,100,50,0,7,22,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1036769,Charlie,Banfield,SK,0,7,7,10,4,6,1,0,0,1,0,0,0,0,0,Q1 10:10,rookie,First game,wing,Rotating in midfield,,,,,,36,0,0,0,0.0,1.28,4.19,,,,1,0,0,0,41,38,0,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1008312,Liam,Stocker,SK,0,6,6,8,5,6,1,0,1,0,0,0,0,0,0,Q1 10:10,guard,In defence,,,,,,,Back,14,0,0,0,0.04,0.26,0.16,,,,0,0,0,100,57,48,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1027790,Hugo,Garcia,SK,0,6,7,8,5,6,1,0,1,0,0,0,0,0,0,Q1 10:10,shovel,Playing on ball,,,,,,,Midfielder,34,0,0,0,0.8,0.26,0.38,,,,1,1,0,100,56,-7,1,6,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1035198,Liam,O'Connell,SK,0,6,8,8,5,6,1,0,1,0,0,0,0,0,0,Q1 10:10,guard,Rotating in defence,,,,,,,Back,45,0,0,0,1.02,0.17,0.15,,,,1,0,0,100,100,4,0,6,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
994389,Jack,Sinclair,SK,0,5,0,6,5,6,0,1,1,0,0,0,0,0,0,Q1 10:10,guard,Starting at half back,,,,,,,Back,35,0,0,0,22.1,13.7,12.38,,,,0,0,0,100,100,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
295467,Jack,Macrae,SK,0,3,3,4,2,3,1,0,0,0,0,0,0,0,0,Q1 10:10,shovel,Playing midfield,,,,,,,Midfielder,6,0,0,0,51.64,0.41,0.43,,,,0,0,0,100,44,57,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
993480,Dougal,Howard,SK,0,3,4,4,2,3,1,0,0,0,0,0,0,0,0,Q1 10:10,job,In defence on Lynch,,,,0,,,Back,20,19,48,0,0.0,0.37,0.26,,,,0,0,0,100,100,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1001028,Jack,Silvagni,SK,0,2,5,2,2,3,0,1,0,0,0,0,0,0,0,Q1 10:10,job,In defence on Fawcett,,,,0,,,Forward,3,14,48,0,0.0,0.22,0.72,,,,1,0,0,0,100,-10,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005988,Liam,Henry,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q1 10:10,wing,Playing a HFF role,,,,,,,Midfielder,23,0,0,0,0.35,0.2,0.09,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013233,Jack,Carroll,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q1 10:10,guard,Playing a half back role,,,,,,,Forward,18,0,0,0,3.32,24.93,8.12,,,,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018018,Cooper,Sharman,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q1 10:10,spearhead,Playing forward on Gray,,,,,,,Back,43,0,0,0,0.09,0.14,0.11,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023784,Anthony,Caminiti,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q1 10:10,spearhead,In attack on Miller,,,,,,,Forward,47,0,0,0,0.18,0.13,0.16,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
