player_id,first_name,surname,team,col4_unknown,af,sc,proj_af,proj_low,proj_sc,kicks,handballs,marks,tackles,hitouts,goals,behinds,frees_for,frees_against,status,tag_primary,blurb_template,tag_secondary,matchup_note,col24_unknown,col25_unknown,col26_unknown,col27_unknown,position,jumper,col30_unknown,col31_unknown,col32_unknown,col33_pct,col34_pct,col35_pct,col36_unknown,col37_unknown,col38_unknown,clangers,col40_unknown,col41_unknown,de_pct,tog_pct,col44_unknown,col45_unknown,af_q1,sc_q1,af_q2,sc_q2,af_q3,sc_q3,af_q4,sc_q4,col54_unknown,col55_unknown,col56_unknown,col57_unknown,col58_unknown,col59_unknown,col60_unknown,col61_unknown,col62_unknown,col63_unknown,col64_unknown
1001028,Jack,Silvagni,SK,7,47,44,62,39,48,8,1,7,0,0,0,0,0,0,Q2 12:14,hot,%P including %K... also %M,job,In defence on Fawcett,,0,,,Forward,3,14,48,0,0.0,0.22,0.72,,,,3,0,1,77,100,226,0,35,32,12,12,0,0,0,0,0,1,0,1,0,2,5,7,0,1,0
994389,Jack,Sinclair,SK,5,46,35,60,36,48,6,4,4,2,0,0,0,0,0,Q2 12:14,hot,%P and %M plus %T,guard,Starting at half back,,,,,Back,35,0,0,0,22.1,13.7,12.38,,,,2,1,0,70,83,162,0,26,24,20,11,0,0,0,0,0,3,0,1,0,0,4,3,3,0,0
1020855,Max,Hall,SK,8,45,40,56,35,45,8,3,1,1,0,2,0,1,0,Q2 12:14,hot,First goal... %P including %K... and scored %s,shovel,Started in the middle,,,,,Midfielder,40,0,0,0,0.0,0.99,0.85,,,,4,5,2,72,88,296,0,30,26,15,14,0,0,0,0,0,5,0,6,0,0,1,6,1,1,0
992468,Rowan,Marshall,SK,4,42,44,49,40,50,4,6,3,0,9,1,1,0,2,Q2 12:14,hot,%H... also %P and %M... and kicked %s,ruckfwd,Starting forward on Grayand tandem rucking with De Koning,,,,,Ruck,19,0,0,0,9.26,0.94,1.34,,,,7,2,2,50,77,49,0,24,23,18,21,0,0,0,0,0,4,3,1,2,0,3,1,2,1,0
296422,Callum,Wilkie,SK,7,41,32,54,34,42,7,1,6,0,0,0,0,0,0,Q2 12:14,sore,Heavy knee to the back by Lynch in Q1 freshened up the bruise he got last week... %P including %K... also %M,job,In defence on Faull,,,,,Back,44,0,0,0,0.31,0.45,0.56,,,,1,0,0,100,100,35,0,27,22,14,10,0,0,0,0,0,1,0,0,0,1,5,7,0,0,0
1013233,Jack,Carroll,SK,3,40,26,52,33,42,5,3,5,1,0,0,0,0,0,Q2 12:14,hot,%P and %M,guard,Playing a half back role,,,,,Forward,18,0,0,0,3.32,24.93,8.12,,,,0,0,1,75,71,151,0,27,16,13,10,0,0,0,0,0,1,0,2,0,0,5,3,1,1,0
1023270,Marcus,Windhager,SK,7,40,25,53,27,39,5,4,0,4,0,1,0,0,0,Q2 12:14,hot,%P and %T,shovel,Started in the middle,,,,,Midfielder,2,0,0,0,12.8,2.61,3.68,,,,2,0,3,55,89,31,0,33,22,7,3,0,0,0,0,1,1,0,1,0,0,0,2,1,2,0
1027790,Hugo,Garcia,SK,2,36,39,47,26,36,4,4,1,3,0,1,0,0,0,Q2 12:14,shovel,%P and %T... Playing on ball,,,,,,,Midfielder,34,0,0,0,0.8,0.26,0.38,,,,6,2,2,87,72,85,1,27,24,9,15,0,0,0,0,1,3,0,1,0,0,1,3,0,1,0
1004912,Tom,De Koning,SK,8,35,38,42,31,38,4,2,1,1,8,1,1,1,0,Q2 12:14,ruck,%H with %P... also %s... Tandem ruck with Marshall,,,,0,,,Ruck,21,1,58,0,0.0,16.85,9.56,,,,3,3,2,83,55,149,1,35,41,0,-3,0,0,0,0,1,2,2,2,1,0,1,3,0,1,0
1018018,Cooper,Sharman,SK,9,34,32,40,31,36,3,2,3,0,0,0,0,2,0,Q2 12:14,spearhead,%P and %M plus %s... Playing forward on Gray,,,,,,,Back,43,0,0,0,0.09,0.14,0.11,,,,1,0,1,80,84,94,0,14,12,20,20,0,0,0,0,0,3,0,1,2,0,3,3,0,0,0
