year,pick,player_name,original_club,extracted_school,school_type,grade,games,goals
2022,24,Charlie Clarke,South Melbourne Districts / Sandringham U18,,unknown,D,1,0
2022,25,Lewis Hayes,Lysterfield JFC / Eastern U18,,unknown,D,1,0
2022,26,Brayden George,Girgarre / The Academy (Wangaratta) / Murray U18,The Academy (Wangaratta),unknown,D,0,0
2022,27,Cooper Vickery,Orbost-Snowy Rovers / Gippsland U18,,unknown,D,0,0
2022,28,Jakob Ryan,Brighton Districts & Old Scholars / Glenelg,,unknown,D,1,0
2022,29,Coby Burgiel,Gippsland U18,,unknown,D,0,0
2022,30,Lachie Cowan,Devonport / Tasmania U18,,unknown,C+,50,2
2022,31,James Van Es,North Ballarat / North Ballarat U18,,unknown,D,0,0
2022,32,Jaxon Binns,Berwick / Dandenong U18,,unknown,C+,8,3
2022,33,Hugh Davies,Claremont,,unknown,D,2,0
2022,34,Toby McMullin,Port Fairy / Melbourne Grammar / Sandringham U18,Melbourne Grammar,APS,C,34,8
2022,35,Olli Hotton,Hampton Rovers / Sandringham U18,,unknown,D,0,0
2022,36,Tom McCallum,Clarence / Tasmania U18,,unknown,D,0,0
2022,37,Henry Hustwaite,Rosebud / Dandenong U18,,unknown,D,11,2
2022,38,Jed Adams,South Mandurah / Peel,,unknown,D,1,0
2022,39,Harvey Gallagher,Sandhurst / Bendigo U18,,unknown,C+,28,10
2022,40,Caleb Mitchell,Yarrawonga / Murray U18,,unknown,D,3,0
2022,41,Tom Emmett,Payneham Norwood Union / Sturt,,unknown,C+,15,11
2022,42,Max Knobel,Maffra / Catholic College Sale / Gippsland U18,Catholic College Sale,unknown,D,0,0
2022,43,Billy Dowling,Walkerville / North Adelaide,,unknown,C,10,6
2022,44,Isaac Keeler,South Augusta / North Adelaide,,unknown,C,13,11
2022,45,Alwyn Davey,Palmerston / Oakleigh U18,,unknown,C,20,9
2022,46,Jack O'Sullivan,Kyneton / Oakleigh U18,,unknown,D,0,0
2022,47,Harry Lemmey,Blackwood / West Adelaide,,unknown,D,0,0
2022,48,Joe Richards,Wangaratta Imperials JFC / Wangaratta FC,,unknown,C+,44,29
2022,49,Kaleb Smith,Melville JFC / East Fremantle,,unknown,C,12,1
2022,50,Hugh Bond,North Ballarat / North Ballarat U18,,unknown,C,19,0
2022,51,Bailey Macdonald,Surrey Park / Oakleigh U18,,unknown,C,11,1
2022,52,Phoenix Foster,Central Eyre / Norwood,,unknown,D,0,0
2022,53,Thomas Scully,Lockleys / West Adelaide,,unknown,D,0,0
2022,54,Jayden Davey,Palmerston / Oakleigh U18,,unknown,D,0,0
2022,55,Steely Green,Brookton-Pingelly / South Fremantle,,unknown,C,38,29
2022,56,Cooper Harvey,Yarrambat / Northern U18,,unknown,C,11,11
2022,57,Corey Wagner,Sandgate / Aspley,,unknown,C,50,3
2022,58,Noah Long,Echuca / Bendigo U18,,unknown,C,36,12
2022,59,Kyle Marshall,McLaren / South Adelaide,,unknown,D,0,0
2023,1,Harley Reid,Tongala / St Joseph's College (Echuca) / Bendigo U18,St Joseph's College (Echuca),other_private,B,53,35
2023,2,Colby McKercher,Launceston College / Launceston / Tasmania U18,Launceston College,unknown,B,52,16
2023,3,Jed Walter,Palm Beach Currumbin SHS / Palm Beach Currumbin,,unknown,C,38,44
2023,4,Zane Duursma,Foster / Foster SC / Gippsland U18,,unknown,C,36,28
2023,5,Nick Watson,East Ringwood / Caulfield Grammar / Eastern U18,Caulfield Grammar,APS,B,56,94
2023,6,Ryley Sanders,North Launceston / Tasmania U18 / Melbourne Grammar / Sandringham U18,Melbourne Grammar,APS,C+,48,15
2023,7,Caleb Windsor,Lysterfield JFC / Rowville SC / Eastern U18,,unknown,C+,48,14
2023,8,Dan Curtin,West Coast JFC / Scotch College (WA) / Claremont,Scotch College (WA),APS,B,38,15
2023,9,Ethan Read,St Andrews Lutheran College / Palm Beach Currumbin,St Andrews Lutheran College,unknown,C+,34,31
2023,10,Nate Caddy,Yarrambat / Parade College / Northern U18,Parade College,other_private,C,40,54
2023,11,Connor O'Sullivan,Albury FC / Xavier HS (Albury) / Murray U18,,unknown,B,40,1
2023,12,Phoenix Gothard,St Patrick's JFC / Albury FC / Albury HS / Murray U18,,unknown,D,13,17
2023,13,Koltyn Tholstrup,Newtown Condingup / Cunderdin Ag College / Subiaco,Cunderdin Ag College,unknown,C,33,10
2023,14,Jake Rogers,Varsity College / Broadbeach,Varsity College,unknown,C+,23,9
2023,15,Jordan Croft,Maribyrnong Park / Maribyrnong College / Calder U18,Maribyrnong College,unknown,D,11,12
2023,16,Will Green,Northcote / Thornbury HS / Northern U18,,unknown,D,0,0
2023,17,James Leake,St Patrick's College (Launceston) / Launceston / Tasmania U18,St Patrick's College (Launceston),other_private,D,8,1
2023,18,Darcy Wilson,Wangaratta Tigers JFC / Wangaratta Rovers / The Academy (Wangaratta) / Murray U18,The Academy (Wangaratta),unknown,B,54,42
2023,19,Will McCabe,Hamley Bridge / Sacred Heart College / Tanunda / Central District,Sacred Heart College,other_private,D,1,1
2023,20,Taylor Goad,Willunga / Westminster School / South Adelaide,Westminster School,unknown,D,1,0
2023,21,Charlie Edwards,Sandhurst / Melbourne Grammar / Sandringham U18,Melbourne Grammar,APS,D,2,0
2023,22,Wil Dawson,Leongatha / Leongatha SC / Gippsland U18,,unknown,C,12,0
2023,23,Riley Hardeman,Caversham JFC / Holy Cross College / Swan Districts,Holy Cross College,unknown,C,22,0
2023,24,Caiden Cleary,Trinity Grammar (Sydney) / Glebe / Sydney University,Trinity Grammar (Sydney),APS,C,22,4
2023,25,Harry Demattia,Edithvale-Aspendale / SEDA College / Dandenong U18,SEDA College,unknown,D,0,0
2023,26,Will Graham,Palm Beach Currumbin SHS / Palm Beach Currumbin,,unknown,C+,36,23
2023,27,Oscar Ryan,Notre Dame College (Shepparton) / Shepparton United / Murray U18,Notre Dame College (Shepparton),unknown,D,0,0
2023,28,Lance Collard,North Beach JFC / Girrawheen SHS / Subiaco,,unknown,C,15,8
2023,29,Ashton Moir,Plympton / Sacred Heart College / Glenelg,Sacred Heart College,other_private,C,13,15
2023,30,Archer Reid,Inverloch-Kongwak / Bass Coast College (Wonthaggi) / Gippsland U18,Bass Coast College (Wonthaggi),unknown,C,20,8
2023,31,Logan Morris,Werribee Districts / MacKillop College Werribee / Western U18,MacKillop College Werribee,unknown,B,58,112
2023,32,Mitch Edwards,South Mandurah / Mandurah Catholic College / Peel,Mandurah Catholic College,unknown,D,11,0
2023,33,Angus Hastie,Geelong West / Geelong Lutheran College / Geelong U18,Geelong Lutheran College,unknown,C,16,1
2023,34,Billy Wilson,Dromana / Padua College / Dandenong U18,Padua College,GPS_QLD,D,9,0
2023,35,Cooper Simpson,Mount Martha / Flinders Community College / Dandenong U18,Flinders Community College,unknown,D,5,1
2023,36,Shaun Mannagh,Lavington / North Albury / Richmond (VFL) / Werribee,,unknown,B+,49,67
2023,37,Tew Jiath,Morwell / Xavier College / Gippsland U18,Xavier College,APS,D,1,0
2023,38,Clay Hall,Harvey Brunswick Leschenault / Australind SHS / Peel,,unknown,C,16,2
2023,39,Luamon Lual,South Warrnambool / Emmanuel College (Warrnambool) / North Ballarat U18,Emmanuel College (Warrnambool),other_private,C,12,4
2023,40,Kane McAuliffe,Central Augusta / Prince Alfred College / North Adelaide,Prince Alfred College,GPS_SA,C,20,2
2023,41,Ollie Murphy,East Brighton / Caulfield Grammar / Sandringham U18,Caulfield Grammar,APS,D,0,0
2023,42,Luke Lloyd,St Paul's McKinnon / De La Salle College / Sandringham U18,De La Salle College,other_private,D,0,0
2023,43,Liam Fawcett,Pooraka / Trinity College (SA) / Central District,Trinity College (SA),unknown,D,7,11
2023,44,Joe Fonti,East Fremantle JFC / Scotch College (WA) / Claremont,Scotch College (WA),APS,C,34,1
2023,45,Joel Freijah,Horsham Saints / Ballarat Clarendon College / North Ballarat U18,Ballarat Clarendon College,other_private,B,50,26
2023,46,Bodie Ryan,Brighton / Sacred Heart College / Glenelg,Sacred Heart College,other_private,D,4,0
2023,47,Lachlan Smith,Bunyip / Warragul / Marist-Sion College / Gippsland U18,Marist-Sion College,unknown,D,2,0
2023,48,Tom Anastasopoulos,Newtown & Chilwell / Geelong College / Geelong U18,Geelong College,other_private,D,2,0
2023,49,Harvey Johnston,Mordialloc-Braeside / Parkdale SC / Sandringham U18,,unknown,C,12,3
2023,50,Hugo Garcia,Greenvale / Assumption College / Calder U18,Assumption College,APS,C+,40,10
2023,51,Zane Zakostelsky,North Beach / Sacred Heart College (WA) / Claremont,Sacred Heart College (WA),other_private,D,3,1
2023,52,Lachlan Charleson,East Point / St Patrick's College / North Ballarat U18,St Patrick's College,other_private,D,0,0
2023,53,Patrick Snell,Southern Districts / St Joseph's College (Nudgee) / Wilston Grange,St Joseph's College (Nudgee),other_private,D,0,0
2023,54,Archie Roberts,Hampton Rovers / Haileybury College / Sandringham U18,Haileybury College,APS,C+,41,4
2023,55,Aiden O'Driscoll,Northam Saints JFC / Perth,,unknown,D,0,0
2023,56,Calsher Dear,Beaumaris / St Bede's College / Sandringham U18,St Bede's College,other_private,C,30,38
2023,57,Will Lorenz,Boroondara Hawks JFC / Kew Rovers / Marcellin College / Oakleigh U18,Marcellin College,other_private,C,9,2
2023,58,George Stevens,South Warrnambool / Emmanuel College (Warrnambool) / North Ballarat U18,Emmanuel College (Warrnambool),other_private,D,3,1
2023,59,Harvey Thomas,Turvey Park / Caulfield Grammar / Oakleigh U18 / Greater Western Sydney (NEAFL),Caulfield Grammar,APS,C+,53,24
2023,60,Jack Delean,Reynella / Reynella East College / South Adelaide,Reynella East College,unknown,D,0,0
2023,61,Oli Wiltshire,Barwon Heads / Geelong U18,,unknown,D,8,6
2023,62,Arie Schoenmaker,Launceston College / Launceston / Tasmania U18,Launceston College,unknown,D,7,0
2023,63,Lawson Humphries,Wickham JFC / Hale School / Swan Districts,Hale School,GPS_WA,C+,49,8
2023,64,Reece Torrent,Halls Head JFC / Comet Bay College / Peel,Comet Bay College,unknown,D,0,0
2024,1,Sam Lalor,Bacchus Marsh / Geelong Grammar / North Ballarat U18,Geelong Grammar,APS,C+,18,19
2024,2,Finn O'Sullivan,Koroit / Xavier College / Oakleigh U18,Xavier College,APS,C+,31,6
2024,3,Jagga Smith,Richmond JFC / Scotch College / Oakleigh U18,Scotch College,APS,D,13,3
2024,4,Sid Draper,Willunga / Cardijn College / South Adelaide,Cardijn College,unknown,C,10,3
2024,5,Levi Ashcroft,St Kilda City / Brighton Grammar / Sandringham U18,Brighton Grammar,APS,C+,41,17
2024,6,Harvey Langford,Mount Martha / Mornington SC / Dandenong U18,,unknown,B,36,30
2024,7,Josh Smillie,Park Orchards / Whitefriars College / Eastern U18,Whitefriars College,other_private,D,0,0
2024,8,Tobie Travaglia,Sandhurst / Catherine McAuley College / Bendigo U18,Catherine McAuley College,unknown,C,12,2
2024,9,Leo Lombard,Varsity College / Burleigh,Varsity College,unknown,D,17,8
2024,10,Alix Tauru,Warragul Blues / Lowanna College / Gippsland U18,Lowanna College,unknown,C,18,5
2024,11,Xavier Lindsay,Inverloch-Kongwak / MacKillop College Leongatha / Gippsland U18,MacKillop College Leongatha,unknown,C,23,3
2024,12,Taj Hotton,Hampton Rovers / Haileybury College / Sandringham U18,Haileybury College,APS,C,7,3
2024,13,Isaac Kako,Northern Saints / Parade College / Calder U18,Parade College,other_private,C+,29,22
2024,14,Jonty Faull,Redan / Ballarat Grammar / North Ballarat U18,Ballarat Grammar,unknown,C,26,16
2024,15,Joe Berry,Wangaratta FC / FCJ College Benalla / Murray U18,FCJ College Benalla,unknown,C,25,13
2024,16,Bo Allan,Halls Head / Mandurah Catholic College / Peel,Mandurah Catholic College,unknown,C,17,3
2024,17,Murphy Reid,South Melbourne Districts / Caulfield Grammar / Sandringham U18,Caulfield Grammar,APS,B,37,34
2024,18,Ollie Hannaford,Sandhurst / St Patrick's College / North Ballarat U18,St Patrick's College,other_private,D,5,2
2024,19,Harry Oliver,St Bedes Mentone (VAFA) / Brighton Grammar / Sandringham U18,Brighton Grammar,APS,D,2,1
2024,20,Cooper Hynes,Bonbeach / Rowville SC / Dandenong U18,,unknown,C,20,9
2024,21,Luke Trainor,St Peters / Brighton Grammar / Sandringham U18,Brighton Grammar,APS,C+,28,1
2024,22,Jesse Dattoli,Ivanhoe / Carey Grammar / Northern U18,Carey Grammar,APS,D,3,0
2024,23,Harry Armstrong,Ormond / Haileybury College / Sandringham U18,Haileybury College,APS,C,11,7
2024,24,Cody Angove,Scarborough / Churchlands SHS / Claremont,,unknown,D,4,1
2024,25,Sam Marshall,Kawana Park / Melbourne Grammar / Sandringham U18,Melbourne Grammar,APS,C,13,1
2024,26,Ned Bowman,Orroroo / St Peter's College (SA) / Norwood,St Peter's College (SA),GPS_SA,D,0,0
2024,27,Matt Whitlock,Shepparton FC / Goulburn Valley Grammar / Murray U18,Goulburn Valley Grammar,unknown,D,2,1
2024,28,Tom Sims,Montmorency / Parade College / Northern U18,Parade College,other_private,C,11,4
2024,29,Lachie Jaques,St Mary's (GFL) / St Joseph's College / Geelong U18,St Joseph's College,other_private,D,8,0
2024,30,Jobe Shanahan,Moama / St Joseph's College (Echuca) / Bendigo U18,St Joseph's College (Echuca),other_private,C,23,29
2024,31,Josh Dolan,Beaumaris / Brighton Grammar / Sandringham U18,Brighton Grammar,APS,C,15,4
2024,32,James Barrat,Leitchville-Gunbower / Bendigo Senior SC / Bendigo U18,,unknown,D,0,0
2024,33,Jack Whitlock,Shepparton FC / Goulburn Valley Grammar / Murray U18,Goulburn Valley Grammar,unknown,D,17,17
2024,34,Charlie Nicholls,Mintaro Manoora / Faith Lutheran College (SA) / Central District,Faith Lutheran College (SA),unknown,D,0,0
2024,35,Noah Mraz,Narre North / Berwick College / Dandenong U18,Berwick College,unknown,D,0,0
2024,36,Jack Ough,Wentworth District / St Patrick's College / North Ballarat U18,St Patrick's College,other_private,D,0,0
2024,37,Kayle Gerreyn,Joondalup Kinross JFC / Wesley College (WA) / West Perth,Wesley College (WA),GPS_WA,D,0,0
2024,38,Christian Moraes,Knox / Salesian College / Eastern U18,Salesian College,other_private,C,21,4
2024,39,Angus Clarke,East Gambier / Tenison Woods College / Glenelg,Tenison Woods College,unknown,C+,14,5
2024,40,Harry O'Farrell,Maribyrnong Park / St Kevin's College / Calder U18,St Kevin's College,APS,C,6,1
2024,41,Riley Bice,Albury FC / Xavier HS (Albury) / Murray U18 / Werribee,,unknown,C+,30,3
2024,42,Ty Gallop,Kawana Park / Mountain Creek SHS / Maroochydore,,unknown,C,18,5
2024,43,Ben Camporeale,Brighton / Sacred Heart College / Glenelg,Sacred Heart College,other_private,D,0,0
2024,44,Jay Polkinghorne,Western United / Prince Alfred College / Norwood,Prince Alfred College,GPS_SA,D,0,0
2024,45,Hugh Boxshall,Swanbourne JFC / Scotch College (WA) / Claremont,Scotch College (WA),APS,C,16,2
2024,46,Tom Gross,Kew Rovers / Trinity Grammar / Oakleigh U18,Trinity Grammar,APS,C,9,1
2024,47,Joel Cochran,UNSW-Eastern Suburbs / Scots College,Scots College,unknown,D,0,0
2024,48,Lucca Grego,Bacchus Marsh / Maribyrnong College / Western U18,Maribyrnong College,unknown,D,1,0
2024,49,Cooper Bell,Belconnen / Hawker College,Hawker College,unknown,D,0,0
2024,50,Charlie West,Henley / Immanuel College / Woodville-West Torrens,Immanuel College,unknown,D,3,2
2024,51,Sam Davidson,East Brighton / St Kevin's College / Richmond (VFL),St Kevin's College,APS,C+,28,16
2024,52,Jacob Molier,Onkaparinga / Heathfield HS / Sturt,,unknown,D,0,0
2024,53,Alex Dodson,Payneham Norwood Union / Glenunga HS / Sturt,,unknown,D,1,0
2024,54,Lucas Camporeale,Brighton / Sacred Heart College / Glenelg,Sacred Heart College,other_private,D,3,0
2024,55,Riak Andrew,Berwick / St Joseph's College (Ferntree Gully) / Dandenong U18,St Joseph's College (Ferntree Gully),other_private,D,0,0
2024,56,Will Hayes,Subiaco / Christ Church Grammar / Claremont,Christ Church Grammar,GPS_WA,D,10,7
2024,57,Luke Urquhart,Melville / Aquinas College (WA) / East Fremantle,Aquinas College (WA),GPS_WA,D,0,0
2024,58,Jasper Alger,Warragul / Caulfield Grammar / Oakleigh U18,Caulfield Grammar,APS,D,8,9
2024,59,Tyler Welsh,Henley / Henley HS / Woodville-West Torrens,,unknown,D,0,0
2024,60,Patrick Said,Sunbury FC / Salesian College / Calder U18,Salesian College,other_private,D,0,0
2024,61,Rhys Unwin,Cobden / Mercy Regional College / North Ballarat U18,Mercy Regional College,unknown,D,3,1
2024,62,Luke Kennedy,Ormond / McKinnon SC / Sandringham U18,,unknown,D,1,0
2024,63,Jaren Carr,Fremantle City JFC / Corpus Christi College / South Fremantle,Corpus Christi College,unknown,D,0,0
2024,64,Cody Anderson,Healesville / Mount Lilydale Mercy College / Eastern U18,Mount Lilydale Mercy College,unknown,D,0,0
2024,65,Hamish Davis,Subiaco JFC / Hale School / Claremont,Hale School,GPS_WA,C,22,2
2024,66,Lennox Hofmann,Old Brighton / Brighton Grammar / Sandringham U18,Brighton Grammar,APS,D,0,0
2024,67,River Stevens,Newtown & Chilwell / Geelong College / Geelong U18,Geelong College,other_private,D,0,0
2024,68,Aidan Johnson,Lavington / Murray HS / Werribee,,unknown,C,5,3
2024,69,Keighton Matofai-Forbes,Keilor / Lakeview SC / Western U18,,unknown,D,0,0
2024,70,Zak Johnson,St Mary's (NFL) / Parade College / Northern U18,Parade College,other_private,C,14,0
2024,71,Logan Smith,Queanbeyan / Erindale College,Erindale College,unknown,D,0,0
2025,1,Willem Duursma,Foster / Gippsland U18,,unknown,D,13,9
2025,2,Zeke Uwland,Burleigh,,unknown,D,10,6
2025,3,Harry Dean,Lavington / Murray U18,,unknown,D,11,0
2025,4,Cooper Duff-Tytler,Woodend-Hesket / PEGS / Calder U18,,unknown,D,11,3
2025,5,Dylan Patterson,Palm Beach Currumbin,,unknown,D,0,0
2025,6,Daniel Annable,Redland-Victoria Point,,unknown,D,1,0
2025,7,Sam Cumming,Wentworth / North Adelaide,,unknown,D,7,5
2025,8,Sam Grlj,Canterbury / Oakleigh U18,,unknown,D,12,0
2025,9,Sullivan Robey,Rowville / Eastern U18,,unknown,D,10,6
2025,10,Jacob Farrow,Joondalup Kinross JFC / West Perth,,unknown,D,12,0
2025,11,Xavier Taylor,East Ringwood / Eastern U18,,unknown,D,2,0
2025,12,Latrelle Pickett,Mallee Park / Glenelg,,unknown,D,12,5
2025,13,Dyson Sharp,Barossa / Central District,,unknown,D,6,2
2025,14,Harry Kyle,UNSW-Eastern Suburbs,,unknown,D,3,0
2025,15,Oskar Taylor,Upwey-Tecoma / Eastern U18,,unknown,D,0,0
2025,16,Lachy Dovaston,Blackburn / Eastern U18,,unknown,D,6,3
2025,17,Jai Murray,Burleigh,,unknown,D,2,0
2025,18,Beau Addinsall,Burleigh,,unknown,D,0,0
2025,19,Josh Lindsay,Newtown & Chilwell / Geelong U18,,unknown,D,12,1
2025,20,Cam Nairn,Willaston / Central District,,unknown,D,3,0
2025,21,Lachlan Carmichael,North Shore (NSW),,unknown,D,0,0
2025,22,Mitchell Marsh,Kangarilla / West Adelaide,,unknown,D,0,0
2025,23,Aidan Schubert,Gawler Central / Central District,,unknown,D,0,0
2025,24,Harley Barker,Mt Barker (SA) / Sturt,,unknown,D,0,0
2025,25,Adam Sweid,Pascoe Vale / Calder U18,,unknown,D,0,0
2025,26,Blake Thredgold,Payneham Norwood Union / Sturt,,unknown,D,0,0
2025,27,Louis Emmett,Glen Iris / Oakleigh U18,,unknown,D,5,0
2025,28,Avery Thomas,Launceston / Tasmania U18,,unknown,D,0,0
2025,29,Sam Allen,Glen Iris / Oakleigh U18,,unknown,D,0,0
2025,30,Thomas Matthews,Moe / Gippsland U18,,unknown,D,0,0
2025,31,Zane Peucker,Port District / Woodville-West Torrens,,unknown,D,0,0
2025,32,Tyan Prindable,Coorparoo,,unknown,D,0,0
2025,33,Hunter Holmes,Prahran / Oakleigh U18,,unknown,D,0,0
2025,34,Jack Dalton,East Malvern / Sandringham U18,,unknown,D,2,0
2025,35,Jevan Phillipou,PHOS Camden / Woodville-West Torrens,,unknown,D,0,0
2025,36,Max Kondogiannis,Kew Rovers / Oakleigh U18,,unknown,D,5,1
2025,37,Samuel Swadling,Whitford / West Perth,,unknown,D,0,0
2025,38,Koby Evans,Kenwick / Perth,,unknown,D,0,0
2025,39,Tylah Williams,Redcliffe JFC / Swan Districts,,unknown,D,0,0
2025,40,Tobyn Murray,Colac / Geelong (VFL),,unknown,D,0,0
2025,41,Charlie Banfield,Swanbourne JFC / Claremont,,unknown,D,3,1
2025,42,Billy Cootee,Doutta Stars / Norwood,,unknown,D,4,2
2025,43,Cody Curtin,West Coast JFC / Claremont,,unknown,D,4,2
2025,44,Tai Hayes,Burleigh / Southport,,unknown,D,0,0
2025,45,Talor Byrne,Koroit / North Ballarat U18,,unknown,D,8,5
2025,46,Koby Coulson,Broadbeach,,unknown,D,0,0
2025,47,Jack Ison,Parkside / Oakleigh U18,,unknown,D,4,3
2025,48,Hugo Mikunda,Bell Park / Geelong U18,,unknown,D,0,0
2025,49,Max King,Cardiff,,unknown,D,0,0
2025,50,Archie Ludowyke,East Sandringham / Sandringham U18,,unknown,D,0,0
2025,51,Finnegan Davis,Williamstown Juniors / Western U18,,unknown,D,0,0
2025,52,Kye Fincher,East Brighton / Sandringham U18,,unknown,D,0,0
2025,53,Hussien El Achkar,Pascoe Vale / Calder U18,,unknown,D,4,4
2025,54,Noah Roberts-Thomson,Unley / Sturt,,unknown,D,3,4
2025,55,Zac McCarthy,Kew Comets / Oakleigh U18,,unknown,D,0,0
2025,56,Matthew LeRay,Golden Grove / Central District,,unknown,D,0,0
2025,57,Angus Anderson,Sawtell-Toormina / Sturt,,unknown,D,8,9
2025,60,Will Darcy,Glen Iris / Oakleigh U18,,unknown,D,0,0
