year,pick,player_name,original_club,extracted_school,school_type,grade,games,goals
2018,1,Sam Walsh,St Joseph's / Geelong U18,,unknown,A+,146,50
2018,2,Jack Lukosius,Henley / Woodville-West Torrens,,unknown,B,127,93
2018,3,Izak Rankine,Flinders Park / West Adelaide,,unknown,B+,115,164
2018,4,Max King,East Sandringham / Haileybury College / Sandringham U18,Haileybury College,APS,B+,83,159
2018,5,Connor Rozee,South Augusta / North Adelaide,,unknown,A,152,124
2018,6,Ben King,East Sandringham / Old Haileybury / Haileybury College / Sandringham U18,Haileybury College,APS,B+,133,296
2018,7,Bailey Smith,East Malvern / Old Xavs / Xavier College / Sandringham U18,Xavier College,APS,A,140,58
2018,8,Tarryn Thomas,North Launceston / Tasmania U18 / North Melbourne (VFL),,unknown,B,69,56
2018,9,Chayce Jones,Launceston / Tasmania U18,,unknown,C+,100,23
2018,10,Nick Blakey,UNSW-Eastern Suburbs / NSW-ACT U18 / Sydney (NEAFL),,unknown,A,165,53
2018,11,Jye Caldwell,Golden Square / Geelong Grammar / Bendigo U18,Geelong Grammar,APS,B,99,37
2018,12,Zak Butters,Darley / Maribyrnong College / Western U18,Maribyrnong College,unknown,A,152,72
2018,13,Isaac Quaynor,Beverley Hills / Bulleen-Templestowe / East Doncaster / East Doncaster SC / Oakleigh U18,,unknown,B+,146,5
2018,14,Jackson Hately,Walkerville / Central District,,unknown,C,28,4
2018,15,Jordan Clark,Albany Railways / Guildford Grammar / Claremont,Guildford Grammar,GPS_WA,A,139,25
2018,16,Ned McHenry,Barwon Heads / Geelong College / Geelong U18,Geelong College,other_private,C+,70,32
2018,17,Sam Sturt,Peninsula Grammar / Dandenong U18,Peninsula Grammar,unknown,C,31,43
2018,18,Xavier Duursma,Foster / Foster SC / Gippsland U18,,unknown,C+,124,60
2018,19,Liam Stocker,East Sandringham / Haileybury College / Old Haileybury / Sandringham U18,Haileybury College,APS,C+,93,2
2018,20,Riley Collier-Dawkins,Waverley Blues / Salesian College / Oakleigh U18,Salesian College,other_private,C,11,3
2018,21,Ely Smith,Yarrawonga / Murray U18 / Collingwood (VFL),,unknown,D,0,0
2018,22,Xavier O'Halloran,St Bernards / St Bernard's College / Western U18,St Bernard's College,other_private,C+,98,36
2018,23,Jez McLennan,Tanunda / Central District,,unknown,D,0,0
2018,24,Bobby Hill,Northam Barons JFC / South Perth JFC / Wesley College (WA) / Perth,Wesley College (WA),GPS_WA,C+,102,117
2018,25,James Rowbottom,Camberwell / St Kevin's College / Oakleigh U18,St Kevin's College,APS,B,154,47
2018,26,Rhylee West,Strathmore / St Kevin's College / Calder U18,St Kevin's College,APS,C+,95,97
2018,27,Tom Sparrow,Bridgewater-Callington / South Adelaide,,unknown,C+,131,50
2018,28,Xavier O'Neill,Oakleigh U18,,unknown,C,39,8
2018,29,Will Kelly,Glen Iris / Scotch College / Oakleigh U18,Scotch College,APS,D,5,1
2018,30,Will Hamill,Dromana / Padua College / Dandenong U18,Padua College,GPS_QLD,C,45,1
2018,31,Luke Foley,Sorrento Duncraig JFC / Subiaco,,unknown,C,32,2
2018,32,Luke Valente,Walkerville / Rostrevor College / Norwood,Rostrevor College,GPS_SA,D,0,0
2018,33,James Jordon,Oakleigh U18,,unknown,B,128,41
2018,34,Kieren Briggs,Pennant Hills / NSW-ACT U18 / Western Sydney University,,unknown,B,80,15
2018,35,Bailey Williams,Pines / Western Port SC / Dandenong U18,,unknown,B,98,36
2018,36,Tom Berry,Horsham Saints / Ballarat Clarendon College / North Ballarat U18,Ballarat Clarendon College,other_private,C,43,6
2018,37,Laitham Vandermeer,Mooroopna / Xavier College / Murray U18,Xavier College,APS,C+,88,45
2018,38,Irving Mosquito,Halls Creek / Maffra / Gippsland Grammar / Gippsland U18,Gippsland Grammar,unknown,D,4,2
2018,39,Jarrod Cameron,Newman Centrals / Swan Districts,,unknown,C,12,13
2018,40,Thomas Joyce,Melville JFC / Aquinas College (WA) / East Fremantle,Aquinas College (WA),GPS_WA,D,0,0
2018,41,Jack Bytel,Maribyrnong Park / Aberfeldie / Maribyrnong College / Calder U18,Maribyrnong College,unknown,C,29,4
2018,42,Connor McFadyen,Kedron / Wilston Grange / Brisbane (NEAFL),,unknown,D,0,0
2018,43,Jack Ross,Oakleigh U18,,unknown,B,105,23
2018,44,Justin McInerney,Banyule / Marcellin College / Northern U18,Marcellin College,other_private,B,122,59
2018,45,Ben Cavarra,Ferntree Gully / Eastern U18 / Frankston / Williamstown,,unknown,D,4,4
2018,46,Curtis Taylor,Sunbury FC / Rupertswood / Keilor / Calder U18,,unknown,C+,76,33
2018,47,Matthew Parker,Melville / Perth / South Fremantle,,unknown,C,30,23
2018,48,Ben Jarvis,Lincoln South / Norwood,,unknown,D,1,0
2018,49,Bailey Scott,Broadbeach / Gold Coast (NEAFL),,unknown,B,113,35
2018,50,Jacob Kennerley,Cummins Ramblers / Norwood,,unknown,D,0,0
2018,51,Zac Foot,Langwarrin / Elisabeth Murdoch College / Dandenong U18,Elisabeth Murdoch College,unknown,D,2,1
2018,52,Jacob Koschitzke,Albury FC / Murray U18,,unknown,C+,64,66
2018,53,Aaron Nietschke,Eudunda-Robertstown / Central District,,unknown,D,0,0
2018,54,Nick Hind,Clunes / North Ballarat U18 / East Point / Keilor / Essendon (VFL),,unknown,B,95,32
2018,55,Noah Answerth,Caulfield / Caulfield Grammar / Oakleigh U18,Caulfield Grammar,APS,C+,94,3
2018,56,Marty Hore,Leitchville-Gunbower / Bendigo U18 / Collingwood (VFL),,unknown,C+,20,1
2018,57,Lachie Schultz,Moama / Bendigo U18 / Williamstown,,unknown,B,139,151
2018,58,Fraser Turner,Clarence,,unknown,D,0,0
2018,59,Brett Bewley,Darley / Western U18 / Williamstown,,unknown,C,25,8
2018,60,Noah Gown,Gippsland U18,,unknown,D,0,0
2018,61,Connor Idun,Drysdale / Christian College Geelong / Geelong U18,Christian College Geelong,unknown,B,130,0
2018,62,Luke English,Manning JFC / Perth,,unknown,D,0,0
2018,63,Mathew Walker,Albury FC / Murray U18 / Western Sydney University,,unknown,D,0,0
2018,64,Lachlan Sholl,St Bernards / St Bernard's College / Calder U18,St Bernard's College,other_private,B,79,26
2018,65,Darcy Fort,South Barwon / Geelong U18 / Werribee / Footscray (VFL) / Central District,,unknown,C+,70,26
2018,66,Finbar O'Dwyer,Yarrawonga / Xavier College / Murray U18,Xavier College,APS,D,0,0
2018,67,Robbie Young,Port Adelaide (SANFL) / North Adelaide,,unknown,D,3,2
2018,68,Jake Tarca,Encounter Bay / South Adelaide,,unknown,D,0,0
2018,69,Joel Crocker,Brighton Grammar / Sandringham U18 / Old Brighton,Brighton Grammar,APS,D,0,0
2018,70,Ben Silvagni,Greythorn / Xavier College / Oakleigh U18,Xavier College,APS,D,0,0
2018,71,Caleb Graham,Palm Beach Currumbin / Gold Coast (NEAFL),,unknown,C,37,1
2018,72,Brayden Ham,Geelong U18,,unknown,C,45,9
2018,73,Riley Grundy,Mitcham (SA) / Sturt,,unknown,D,0,0
2018,74,Oscar Brownless,Geelong Amateur / Geelong U18,,unknown,D,0,0
2018,75,Toby Bedford,Halls Creek / Rosebud / Melbourne Grammar / Dandenong U18,Melbourne Grammar,APS,B,92,57
2018,76,Boyd Woodcock,Bute-Paskeville / North Adelaide,,unknown,C,12,7
2018,77,Atu Bosenavulagi,Oakleigh U18,,unknown,C,20,1
2018,78,Will Hayes,Sandringham U18 / Footscray (VFL),,unknown,C,13,4
2019,1,Matt Rowell,Boroondara Hawks JFC / Canterbury / Carey Grammar / Oakleigh U18,Carey Grammar,APS,A+,118,38
2019,2,Noah Anderson,Boroondara Hawks JFC / Hawthorn Citizens / Carey Grammar / Oakleigh U18,Carey Grammar,APS,A,141,58
2019,3,Luke Jackson,Willetton JFC / Bullcreek Leeming JFC / East Fremantle,,unknown,A,132,105
2019,4,Lachie Ash,Shepparton FC / Notre Dame College (Shepparton) / Murray U18,Notre Dame College (Shepparton),unknown,B+,138,8
2019,5,Dylan Stephens,Red Cliffs / Walkerville / St Peter's College (SA) / Norwood,St Peter's College (SA),GPS_SA,C+,94,19
2019,6,Fischer McAsey,East Brighton / Caulfield Grammar / Sandringham U18,Caulfield Grammar,APS,C,10,0
2019,7,Hayden Young,Somerville / Mornington SC / Dandenong U18,,unknown,B+,95,29
2019,8,Caleb Serong,Warragul / Geelong Grammar / Gippsland U18,Geelong Grammar,APS,A+,137,42
2019,9,Liam Henry,Cottesloe JFC / Christ Church Grammar / Claremont,Christ Church Grammar,GPS_WA,C+,66,28
2019,10,Tom Green,Eastlake / Marist College (ACT) / Greater Western Sydney (NEAFL),Marist College (ACT),other_private,A,115,49
2019,11,Sam Flanders,Fish Creek / Moe / Lowanna College / Gippsland U18,Lowanna College,unknown,B+,101,38
2019,12,Kysaiah Pickett,Port District / Prince Alfred College / Woodville-West Torrens,Prince Alfred College,GPS_SA,A,140,223
2019,13,Will Day,PHOS Camden / Sacred Heart College / West Adelaide,Sacred Heart College,other_private,B+,78,20
2019,14,Miles Bergman,Hampton Rovers / East Brighton / St Bede's College / Sandringham U18,St Bede's College,other_private,B,110,29
2019,15,Cody Weightman,Beaconsfield / Haileybury College / Dandenong U18,Haileybury College,APS,B,78,127
2019,16,Cooper Stephens,Colac / Geelong U18,,unknown,C,7,0
2019,17,Brodie Kemp,Echuca / Geelong Grammar / Bendigo U18,Geelong Grammar,APS,C+,62,35
2019,18,Mitch Georgiades,Marist JFC / Hale School / Subiaco,Hale School,GPS_WA,B+,105,197
2019,19,Sam De Koning,Mornington / Mount Martha / Dandenong U18,,unknown,B,98,8
2019,20,Sam Philp,St Mary's (NFL) / Loyola College / Northern U18,Loyola College,unknown,D,2,1
2019,21,Thomson Dow,Swan Hill / Geelong Grammar / Bendigo U18,Geelong Grammar,APS,C+,45,2
2019,22,Deven Robertson,Manning JFC / Aquinas College (WA) / Perth,Aquinas College (WA),GPS_WA,C,51,10
2019,23,Dylan Williams,Whitefriars OC / Whitefriars College / Oakleigh U18,Whitefriars College,other_private,C+,29,0
2019,24,Harry Schoenberg,Mintaro Manoora / Woodville-West Torrens,,unknown,C+,67,23
2019,25,Jackson Mead,SMOSH West Lakes / Woodville-West Torrens,,unknown,C+,68,12
2019,26,Will Gould,Lucindale / Glenelg,,unknown,D,4,0
2019,27,Jeremy Sharp,Aquinas College (WA) / East Fremantle,Aquinas College (WA),GPS_WA,C+,62,22
2019,28,Josh Worrell,Bentleigh / Haileybury College / Sandringham U18,Haileybury College,APS,B+,68,0
2019,29,Finn Maginness,East Brighton / Scotch College / Sandringham U18,Scotch College,APS,B,63,16
2019,30,Harrison Jones,Gisborne / PEGS / Calder U18,,unknown,C+,61,56
2019,31,Charlie Comben,Sale / Catholic College Sale / Gippsland U18,Catholic College Sale,unknown,B,60,9
2019,32,Trent Rivers,Willetton JFC / East Fremantle,,unknown,B,130,16
2019,33,Brock Smith,Moe / Lowanna College / Gippsland U18,Lowanna College,unknown,D,0,0
2019,34,Jack Mahony,St Kevin's Old Boys / St Kevin's College / Sandringham U18,St Kevin's College,APS,C,44,18
2019,35,Flynn Perez,Sandhurst / Catherine McAuley College / Bendigo U18,Catherine McAuley College,unknown,C,29,1
2019,36,Elijah Taylor,Thornlie JFC / Perth,,unknown,D,4,1
2019,37,Keidean Coleman,Morningside / Brisbane (NEAFL),,unknown,B,78,16
2019,38,Nick Bryan,Glen Iris / St Kevin's College / Oakleigh U18,St Kevin's College,APS,C,29,2
2019,39,Chad Warner,Willetton JFC / Aquinas College (WA) / East Fremantle,Aquinas College (WA),GPS_WA,A,122,116
2019,40,Jay Rantall,South Warrnambool / Warrnambool College / North Ballarat U18,Warrnambool College,unknown,D,5,0
2019,41,Francis Evans,Brunswick / Calder U18,,unknown,B,55,40
2019,42,Ronin O'Connor,Marist JFC / Claremont,,unknown,D,3,0
2019,43,Noah Cumberland,Maroochydore / Brisbane (NEAFL),,unknown,C+,25,33
2019,44,Will Martyn,Aspley / Brisbane (NEAFL),,unknown,D,3,0
2019,45,Trent Bianco,Doncaster / Marcellin College / Oakleigh U18,Marcellin College,other_private,C,23,8
2019,46,Hugo Ralphsmith,East Brighton / Haileybury College / Sandringham U18,Haileybury College,APS,C,67,23
2019,47,Sam Ramsay,Gisborne / Maribyrnong College / Calder U18,Maribyrnong College,unknown,D,0,0
2019,48,Lachlan Gollant,St Bernards / PEGS / Calder U18,,unknown,C+,16,13
2019,49,Callum Jamieson,North Beach JFC / Newman College / Claremont,Newman College,unknown,C,17,0
2019,50,Cameron Taheny,Eastern Eyre / Rostrevor College / Norwood,Rostrevor College,GPS_SA,D,0,0
2019,51,Jake Riccardi,St Bernards / St Bernard's College / Calder U18 / Werribee,St Bernard's College,other_private,C+,98,124
2019,52,Ryan Byrnes,Beaumaris / St Bede's College / Sandringham U18,St Bede's College,other_private,C+,86,15
2019,53,Louis Butler,Old Brighton / Brighton Grammar / Sandringham U18,Brighton Grammar,APS,D,4,0
2019,54,Bigoa Nyuon,Rowville / Rowville SC / Dandenong U18,,unknown,D,4,0
2019,55,Trey Ruscoe,Booragoon JFC / Aquinas College (WA) / East Fremantle,Aquinas College (WA),GPS_WA,C,18,7
2019,56,Ned Cahill,Mount Eliza / Padua College / Dandenong U18,Padua College,GPS_QLD,D,6,3
2019,57,Josh Morris,Rosewater / Henley HS / Woodville-West Torrens,,unknown,C,15,1
2019,58,Ben Johnson,Whitford JFC / Sacred Heart College (WA) / West Perth,Sacred Heart College (WA),other_private,D,0,0
2019,59,Jaxon Prior,Sorrento Duncraig JFC / West Perth,,unknown,C+,75,11
2019,60,Jy Farrar,Halls Creek / Hale School / North Wangaratta / Scotch OC / Adelaide (SANFL),Hale School,GPS_WA,C,44,14
2019,61,Michael Frederick,Portland / Woodville-West Torrens,,unknown,B,110,126
2019,62,Riley Garcia,Caversham JFC / Swan Districts,,unknown,C,39,15
2019,63,Lachlan Johnson,Strathmore / Scotch College / Oakleigh U18,Scotch College,APS,D,0,0
2019,64,Leo Connolly,Moe / Lowanna College / Gippsland U18,Lowanna College,unknown,C,7,1
2019,65,Tom Hutchesson,Millicent / Adelaide (SANFL),,unknown,D,1,0
2020,1,Jamarra Ugle-Hagan,South Warrnambool / Scotch College / Oakleigh U18,Scotch College,APS,B,70,107
2020,2,Riley Thilthorpe,Goodwood / Adelaide HS / West Adelaide,,unknown,A,89,136
2020,3,Will Phillips,Beverley Hills / Caulfield Grammar / Oakleigh U18,Caulfield Grammar,APS,C+,50,8
2020,4,Logan McDonald,Applecross Mt Pleasant / Aquinas College (WA) / Perth,Aquinas College (WA),GPS_WA,C+,84,118
2020,5,Braeden Campbell,Pennant Hills / Knox Grammar / Sydney (NEAFL),Knox Grammar,unknown,C+,94,32
2020,6,Denver Grainger-Barras,Kalamunda / Darling Range Sports College / Swan Districts,Darling Range Sports College,unknown,C,28,4
2020,7,Elijah Hollands,Wodonga FC / Caulfield Grammar / Murray U18,Caulfield Grammar,APS,B,47,31
2020,8,Nik Cox,Montmorency / Ivanhoe Grammar / Northern U18,Ivanhoe Grammar,other_private,C+,59,21
2020,9,Archie Perkins,Old Brighton / Brighton Grammar / Sandringham U18,Brighton Grammar,APS,B,111,68
2020,10,Zach Reid,Wonthaggi SC / Leongatha / Gippsland U18,,unknown,C+,33,1
2020,11,Luke Pedlar,Kingston SE / Prince Alfred College / Glenelg,Prince Alfred College,GPS_SA,C+,49,48
2020,12,Tanner Bruhn,Newtown & Chilwell / Geelong Grammar / Geelong U18,Geelong Grammar,APS,C+,79,24
2020,13,Tom Powell,Unley / Scotch College (SA) / Sturt,Scotch College (SA),GPS_SA,B,99,34
2020,14,Heath Chapman,Joondalup Kinross JFC / Prendiville College / West Perth,Prendiville College,unknown,B,78,3
2020,15,Conor Stone,St Kevin's College / Oakleigh U18,St Kevin's College,APS,C,23,4
2020,16,Lachie Jones,Bute-Paskeville / Woodville-West Torrens,,unknown,C+,85,9
2020,17,Oliver Henry,St Joseph's College / St Mary's (GFL) / Geelong U18,St Joseph's College,other_private,B,98,143
2020,18,Ryan Angwin,Foster / Gippsland U18,,unknown,C+,40,6
2020,19,Finlay Macrae,Surrey Park / Xavier College / Oakleigh U18,Xavier College,APS,C,21,5
2020,20,Max Holmes,East Malvern / Melbourne Grammar / Sandringham U18,Melbourne Grammar,APS,A,116,52
2020,21,Jake Bowey,Highett / Sandringham U18,,unknown,B,90,8
2020,22,Bailey Laurie,Beverley Hills / Caulfield Grammar / Oakleigh U18,Caulfield Grammar,APS,C,21,6
2020,23,Reef McInnes,Scotch College / Oakleigh U18,Scotch College,APS,C,23,19
2020,24,Blake Coleman,Morningside,,unknown,D,0,0
2020,25,Brayden Cook,Happy Valley / South Adelaide,,unknown,C,43,22
2020,26,Matt Allison,Strathmore / St Bernard's College / Calder U18,St Bernard's College,other_private,D,0,0
2020,27,Nathan O'Driscoll,Northam Saints JFC / Perth,,unknown,C+,44,16
2020,28,Sam Berry,Maffra / Melbourne Grammar / Gippsland U18,Melbourne Grammar,APS,C+,89,20
2020,29,Seamus Mitchell,Robinvale Euston / Bendigo U18,,unknown,C,28,0
2020,30,Caleb Poulter,Ardrossan / Woodville-West Torrens,,unknown,C,35,10
2020,31,Liam McMahon,Eltham / Northern U18,,unknown,C,7,12
2020,32,Errol Gulden,Maroubra,,unknown,A,105,76
2020,33,Shannon Neale,Leeming HS / South Fremantle,,unknown,B,59,93
2020,34,Fraser Rosman,Collegians / Sandringham U18,,unknown,D,0,0
2020,35,Connor Downie,Vermont / Eastern U18,,unknown,D,2,0
2020,36,Charlie Lazzaro,St Mary's (GFL) / Geelong U18,,unknown,C,39,5
2020,37,Corey Durdin,Central District,,unknown,C+,77,68
2020,38,James Rowe,Woodville-West Torrens,,unknown,C,36,27
2020,39,Josh Eyre,Kilmore / Calder U18,,unknown,D,0,0
2020,40,Samson Ryan,Sherwood,,unknown,C,28,15
2020,41,Jack Carroll,Chapman Valley / East Fremantle,,unknown,C,36,5
2020,42,Phoenix Spicer,Morphettville Park / Henley HS / South Adelaide,,unknown,C,12,2
2020,43,Harry Sharp,East Point / Caulfield Grammar / North Ballarat U18,Caulfield Grammar,APS,C,48,28
2020,44,Beau McCreery,South Adelaide,,unknown,C+,108,65
2020,45,Tom Highmore,Tuggeranong / Marist College (ACT) / Canberra / South Adelaide,Marist College (ACT),other_private,C+,16,0
2020,46,Tyler Brockman,Wembley Downs JFC,,unknown,C+,56,38
2020,47,Nick Stevens,East Point / Geelong Grammar / North Ballarat U18,Geelong Grammar,APS,D,0,0
2020,48,Henry Smith,Blackwood HS / Woodville-West Torrens,,unknown,D,6,4
2020,49,Ollie Lord,Geelong Grammar / Sandringham U18,Geelong Grammar,APS,C,35,33
2020,50,Brandon Walker,Kardinya JFC / East Fremantle,,unknown,C+,67,2
2020,51,Maurice Rioli,St Marys / Scotch College,Scotch College,APS,C,56,32
2020,52,Luke Edwards,Henley / Glenelg,,unknown,C,37,3
2020,53,Cody Brand,Sunbury FC / PEGS / Calder U18,,unknown,D,0,0
2020,54,Joel Western,Subiaco JFC / Marist JFC / Claremont,,unknown,D,4,0
2020,55,Dominic Bedendo,Myrtleford / Murray U18,,unknown,D,2,1
2020,56,Eddie Ford,Yarraville Seddon / Western U18,,unknown,C,40,31
2020,57,Isiah Winder,Eaton JFC / Peel,,unknown,C,7,4
2020,58,Cameron Fleeton,Geelong West / Geelong U18,,unknown,D,2,0
2020,59,Jacob Wehr,Woodville-West Torrens,,unknown,C,50,8
2021,1,Jason Horne-Francis,Christies Beach / South Adelaide,,unknown,A,93,80
2021,2,Sam Darcy,Glen Iris / Scotch College / Oakleigh U18,Scotch College,APS,B+,51,101
2021,3,Finn Callaghan,Mordialloc-Braeside / St Bede's College / Sandringham U18,St Bede's College,other_private,A,84,19
2021,4,Nick Daicos,Balwyn Greythorn / Kew Rovers / Carey Grammar / Oakleigh U18,Carey Grammar,APS,A+,107,77
2021,5,Mac Andrew,Berwick / St Joseph's College (Ferntree Gully) / Dandenong U18,St Joseph's College (Ferntree Gully),other_private,B+,78,13
2021,6,Josh Rachele,Shepparton Swans / Caulfield Grammar / Murray U18,Caulfield Grammar,APS,B,83,119
2021,7,Josh Ward,Fitzroy Lions JFC / Melbourne Grammar / Northern U18,Melbourne Grammar,APS,C+,80,8
2021,8,Jye Amiss,Busselton / East Perth,,unknown,B,84,145
2021,9,Josh Gibcus,East Point / St Patrick's College / North Ballarat U18,St Patrick's College,other_private,C,22,3
2021,10,Neil Erasmus,Sorrento Duncraig JFC / Hale School / Subiaco,Hale School,GPS_WA,C+,52,8
2021,11,Nasiah Wanganeen-Milera,Marion / Glenelg,,unknown,A,96,32
2021,12,Josh Sinn,East Brighton / Old Xavs / Sandringham U18,,unknown,C+,30,1
2021,13,Ben Hobbs,Horsham FC / Ballarat Clarendon College / North Ballarat U18,Ballarat Clarendon College,other_private,C+,65,21
2021,14,Campbell Chesser,Lavington / Melbourne Grammar / Sandringham U18,Melbourne Grammar,APS,C,39,7
2021,15,Leek Aleer,Angle Vale / Central District,,unknown,C+,30,2
2021,16,Darcy Wilmot,Montmorency / Hazel Glen College / Northern U18,Hazel Glen College,unknown,B,97,13
2021,17,Tom Brown,Mooroopna / Geelong Grammar / Murray U18,Geelong Grammar,APS,C+,50,10
2021,18,Angus Sheldrick,Mosman Park / Christ Church Grammar / Claremont,Christ Church Grammar,GPS_WA,C+,42,12
2021,19,Jacob van Rooyen,Claremont,,unknown,C+,71,95
2021,20,Kai Lohmann,Lake Wendouree / St Patrick's College / North Ballarat U18,St Patrick's College,other_private,B,67,79
2021,21,Matt Johnson,North Beach JFC / Subiaco,,unknown,C+,67,13
2021,22,Josh Goater,Sunbury FC / Sunbury College / Calder U18,Sunbury College,unknown,C,12,0
2021,23,Sam Butler,Lake Wendouree / St Patrick's College / North Ballarat U18,St Patrick's College,other_private,C,32,19
2021,24,Toby Conway,St Mary's (GFL) / Geelong Grammar / Geelong U18,Geelong Grammar,APS,C,6,1
2021,25,Mitch Knevitt,Grovedale / Grovedale College / Geelong U18,Grovedale College,unknown,C,22,6
2021,26,Connor Macdonald,Doveton FC / Haileybury College / Dandenong U18,Haileybury College,APS,B,103,81
2021,27,Jesse Motlop,South Coogee JFC / Aquinas College (WA) / South Fremantle,Aquinas College (WA),GPS_WA,C+,63,59
2021,28,Tyler Sonsie,Lysterfield JFC / Rowville / Rowville SC / Eastern U18,,unknown,C+,51,14
2021,29,Sam Banks,Clarence / Tasmania U18,,unknown,C+,51,7
2021,30,Judson Clarke,East Ringwood / Yarra Valley Grammar / Dandenong U18,Yarra Valley Grammar,other_private,C,17,14
2021,31,Brady Hough,Harvey Brunswick Leschenault / Peel,,unknown,B,89,6
2021,32,James Willis,Ingle Farm / The Heights School / North Adelaide,The Heights School,unknown,D,0,0
2021,33,Mitch Owens,Beaumaris / Mentone Grammar / Sandringham U18,Mentone Grammar,unknown,B,83,90
2021,34,Matt Roberts,Langhorne Creek / St Peter's College (SA) / South Adelaide,St Peter's College (SA),GPS_SA,C+,59,6
2021,35,Paul Curtis,Melton South / Keilor / Western U18,,unknown,C+,91,119
2021,36,Jake Soligo,Lysterfield JFC / Dromana / Rowville SC / Eastern U18,,unknown,B,96,42
2021,37,Rhett Bazzo,Guildford Grammar / Swan Districts,Guildford Grammar,GPS_WA,C,33,0
2021,38,Miller Bergman,Berwick / Mazenod College / Dandenong U18,Mazenod College,unknown,C,16,0
2021,39,Blake Howes,Mordialloc-Braeside / Parkdale / St Bede's College / Sandringham U18,St Bede's College,other_private,C,42,1
2021,40,Corey Warner,Willetton JFC / Aquinas College (WA) / East Fremantle,Aquinas College (WA),GPS_WA,C,27,12
2021,41,James Tunstill,Busselton / Bunbury Grammar / East Perth,Bunbury Grammar,unknown,D,19,3
2021,42,Josh Fahey,Queanbeyan / Greater Western Sydney (NEAFL),,unknown,C,7,4
2021,43,Arthur Jones,Mt Barker (WA) / Claremont,,unknown,C,27,18
2021,44,Zac Taylor,Oak Park / Penola College (Vic) / Calder U18,Penola College (Vic),unknown,C,37,16
2021,45,Arlo Draper,Willunga / South Adelaide,,unknown,D,0,0
2021,46,Alastair Lord,Rostrevor College / Norwood,Rostrevor College,GPS_SA,D,1,0
2021,47,Marcus Windhager,Beaumaris / Haileybury College / Sandringham U18,Haileybury College,APS,B,89,13
2021,48,Flynn Kroeger,Wandin / Rowville SC / Eastern U18,,unknown,D,0,0
2021,49,Cooper Murley,Tea Tree Gully / Norwood,,unknown,D,0,0
2021,50,Garrett McDonagh,Northern U18 / Coburg / Northern Blues / West Preston / Richmond (VFL),,unknown,D,0,0
2021,51,Oscar Adams,South Gambier / Glenelg,,unknown,C,18,0
2021,52,Harvey Harrison,Tyndale Christian School (SA) / North Adelaide,Tyndale Christian School (SA),unknown,C,18,14
2021,53,Jai Serong,Warragul / Geelong Grammar / Gippsland U18,Geelong Grammar,APS,C,23,4
2021,54,Eric Benning,Waringarri / Claremont,,unknown,D,0,0
2021,55,Hugh Jackson,Crystal Brook / North Adelaide,,unknown,C,9,1
2021,56,Dante Visentini,Xavier College / Sandringham U18,Xavier College,APS,C,20,3
2021,57,Jack Williams,Rossmoyne JFC / East Fremantle,,unknown,C,46,37
2021,58,Lachlan Rankin,Beverley Hills / Caulfield Grammar / Oakleigh U18,Caulfield Grammar,APS,D,0,0
2021,59,Jackson Archer,Park Orchards / Northern U18,,unknown,C+,26,0
2021,60,Jase Burgoyne,Woodville-West Torrens,,unknown,B,69,13
2021,61,Luke Cleary,Beaumaris / Sandringham U18,,unknown,C+,24,2
2021,62,Greg Clark,Sorrento Duncraig JFC / Subiaco,,unknown,C,21,3
2021,63,Charlie Constable,East Sandringham / Haileybury College / Sandringham U18,Haileybury College,APS,C,4,0
2021,64,Cooper Whyte,Grovedale / Grovedale College / Geelong U18,Grovedale College,unknown,D,1,0
2021,65,Taj Woewodin,Coorparoo JAFC / Booragoon / East Fremantle,,unknown,C,21,3
2022,1,Aaron Cadman,Darley / North Ballarat U18,,unknown,B,67,98
2022,2,Will Ashcroft,Southport / Sandringham U18,,unknown,B+,72,33
2022,3,Harry Sheezel,Ajax / Sandringham U18,,unknown,B+,80,31
2022,4,George Wardlaw,St Peters / Oakleigh U18,,unknown,C+,49,15
2022,5,Elijah Tsatas,Surrey Park / Oakleigh U18,,unknown,C,22,4
2022,6,Bailey Humphrey,Moe / Gippsland U18,,unknown,B,73,58
2022,7,Cam Mackenzie,Beaumaris / Sandringham U18,,unknown,C+,57,13
2022,8,Jhye Clark,Queenscliff / Geelong U18,,unknown,C,29,5
2022,9,Reuben Ginbey,Dunsborough / East Perth,,unknown,C+,76,2
2022,10,Mattaes Phillipou,PHOS Camden / Woodville-West Torrens,,unknown,B,57,34
2022,11,Oliver Hollands,Wodonga FC / Murray U18,,unknown,C+,74,12
2022,12,Jaspa Fletcher,Coorparoo / Brisbane (NEAFL),,unknown,B,82,23
2022,13,Jedd Busslinger,Coolbinia / East Perth,,unknown,C,11,0
2022,14,Elijah Hewett,Caversham JFC / Swan Districts,,unknown,C+,39,14
2022,15,Matthew Jefferson,Ashburton / Oakleigh U18,,unknown,C,14,11
2022,16,Harry Rowston,Griffith,,unknown,C+,21,9
2022,17,Max Michalanney,Glenunga / Norwood,,unknown,B,79,4
2022,18,Josh Weddle,Templestowe / Oakleigh U18,,unknown,B,73,28
2022,19,Ed Allan,Mosman Park JFC / Claremont,,unknown,C+,23,3
2022,20,Jacob Konstanty,Warragul / Gippsland U18,,unknown,C+,30,15
2022,21,Darcy Jones,Kalamunda / Swan Districts,,unknown,C+,37,31
2022,22,Max Gruzewski,Surrey Park / Oakleigh U18,,unknown,C,19,27
2022,23,Harry Barnett,Goodwood / West Adelaide,,unknown,D,2,0
