team,year,games_played,opponent,round,result,jersey_num,kicks,marks,handballs,disposals,goals,behinds,hit_outs,tackles,rebound_50s,inside_50s,clearances,clangers,free_kicks_for,free_kicks_against,brownlow_votes,contested_possessions,uncontested_possessions,contested_marks,marks_inside_50,one_percenters,bounces,goal_assist,percentage_of_game_played,date
North Melbourne,2025,1↓,Sydney,5,L,35,6,3,4,10,,,,1,,,,5,,1,,3,8,,,,,,58,2025-03-29
North Melbourne,2025,2↑,Richmond,24,W,35,1,,1,2,1,,,,,,,,,,,2,,,,,,,41,2025-08-09
